page,proposition,cited_case,retrieved_case,supporting_language,assessment,cl_url,cl_status,diagnostics,opinion_file
53,Invidious private discrimination has never been accorded affirmative constitutional protections.,"Hishon v. King & Spalding, 467 U.S. 69, 78 (1984)",Hishon v. King & Spalding,,,https://www.courtlistener.com/opinion/111188/hishon-v-king-spalding/,VERIFIED,,opinions/Hishon_v_King_Spalding.html
53,Invidious private discrimination has never been accorded affirmative constitutional protections.,"Norwood v. Harrison, 413 U.S. 455, 470 (1973)",Norwood v. Harrison,,,https://www.courtlistener.com/opinion/108851/norwood-v-harrison/,VERIFIED,,opinions/Norwood_v_Harrison.html
53,The use of the procurement power to combat racial discrimination or otherwise implement social policies has been a feature of executive orders since at least the 1940s.,"Contractors Ass'n of E. Pa. v. Sec'y of Lab., 442 F.2d 159, 168-71 (3d Cir. 1971)",Contractors Ass'n of Eastern Pennsylvania v. Secretary of Labor,,,https://www.courtlistener.com/opinion/8898660/contractors-assn-of-eastern-pennsylvania-v-secretary-of-labor/,VERIFIED,,opinions/Contractors_Ass_n_of_Eastern_Pennsylvania_v_Secretary_of_Labor.html
53,"Even if the President were mistaken about whether plaintiffs had engaged in constitutionally unprotected discrimination, that still would not constitute discrimination against constitutionally protected speech; the question is not whether non-discriminatory reason was based on facts that actually occurred, but whether the actor honestly and reasonably believed that such facts had occurred.","Brady v. Off. of Sergeant at Arms, 520 F.3d 490, 496 (D.C. Cir. 2008)",Brady v. Office of the Sergeant at Arms,,,https://www.courtlistener.com/opinion/187112/brady-v-office-of-the-sergeant-at-arms/,VERIFIED,,opinions/Brady_v_Office_of_the_Sergeant_at_Arms.html
54,Actions pursuant to official duties are not protected by the First Amendment.,"Garcetti v. Ceballos, 547 U.S. 410, 421 (2006)",Garcetti v. Ceballos,,,https://www.courtlistener.com/opinion/145653/garcetti-v-ceballos/,VERIFIED,,opinions/Garcetti_v_Ceballos.html
54,The First Amendment protects conduct only to the extent the conduct is inherently expressive.,"Rumsfeld v. Forum for Acad. & Inst. Rts., Inc., 547 U.S. 47, 66 (2006)","Rumsfeld v. Forum for Academic and Institutional Rights, Inc.",,,https://www.courtlistener.com/opinion/145672/rumsfeld-v-forum-for-academic-and-institutional-rights-inc/,VERIFIED,,opinions/Rumsfeld_v_Forum_for_Academic_and_Institutional_Rights_Inc.html
54,Plaintiffs' non-expressive decisions to discriminate in the selection of who they hire as attorneys are not protected by the First Amendment.,"Hishon v. King & Spalding, 467 U.S. 69, 78 (1984)",Hishon v. King & Spalding,,,https://www.courtlistener.com/opinion/111188/hishon-v-king-spalding/,VERIFIED,,opinions/Hishon_v_King_Spalding.html
54,Baseless litigation is not immunized by the First Amendment right to petition.,"Bill Johnson's Rests., Inc. v. NLRB, 461 U.S. 731, 743 (1983)","Bill Johnson's Restaurants, Inc. v. National Labor Relations Board",,,https://www.courtlistener.com/opinion/110943/bill-johnsons-restaurants-inc-v-national-labor-relations-board/,VERIFIED,,opinions/Bill_Johnson_s_Restaurants_Inc_v_National_Labor_Relations_Board.html
55,"In a putative mixed-motive scenario, where Congress would have passed the challenged provisions based on a valid justification alone, that justification is sufficient to sustain the challenged provisions.","TikTok Inc. v. Garland, 604 U.S. 56, 79 (2025)",TikTok Inc. v. Garland,,,https://www.courtlistener.com/opinion/10776875/tiktok-inc-v-garland/,VERIFIED,,opinions/TikTok_Inc_v_Garland.html
55,Action that is directed against a third party and affects the citizen only indirectly or incidentally does not implicate the Due Process Clause.,"O'Bannon v. Town Ct. Nursing Ctr., 447 U.S. 773, 788 (1980)",O'Bannon v. Town Court Nursing Center,,,https://www.courtlistener.com/opinion/110319/obannon-v-town-court-nursing-center/,VERIFIED,,opinions/O_Bannon_v_Town_Court_Nursing_Center.html
55-56,Over a century ago this Court recognized the principle that the due process provision of the Fifth Amendment does not apply to the indirect adverse effects of government action.,"O'Bannon v. Town Ct. Nursing Ctr., 447 U.S. 773, 789 (1980)",O'Bannon v. Town Court Nursing Center,,,https://www.courtlistener.com/opinion/110319/obannon-v-town-court-nursing-center/,VERIFIED,,opinions/O_Bannon_v_Town_Court_Nursing_Center.html
56,The Supreme Court has never held that government contracts for goods and services create property interests protected by due process.,"2 Richard J. Pierce Jr., Administrative Law Treatise 764 (5th ed. 2010)",,,,,,,
57,"Nothing in the EO excludes anyone from working as an attorney, whether formally or automatically or based on a showing of reputational harm that would prevent them from finding employment in their chosen field.","O'Donnel v. Barry, 148 F.3d 1126, 1141 (D.C. Cir. 1998)","O'Donnell, Philip v. Barry, Marion S.",,,https://www.courtlistener.com/opinion/184593/odonnell-philip-v-barry-marion-s/,VERIFIED,,opinions/O_Donnell_Philip_v_Barry_Marion_S.html
57,The attorney-client privilege does not protect from disclosure the identity of the client and the general purpose of the work performed.,"Cause of Action Inst. v. U.S. Dep't of Just., 330 F. Supp. 3d 336, 350 (D.D.C. 2018)",Cause of Action Inst. v. U.S. Dep't of Justice,,,https://www.courtlistener.com/opinion/7331878/cause-of-action-inst-v-us-dept-of-justice/,VERIFIED,,opinions/Cause_of_Action_Inst_v_U_S_Dep_t_of_Justice.html
58,A class of one equal protection claim requires each plaintiff to show that it has been intentionally treated differently from others similarly situated and that there is no rational basis for the difference in treatment.,"Vill. of Willowbrook v. Olech, 528 U.S. 562, 564 (2000)",Village of Willowbrook v. Olech,,,https://www.courtlistener.com/opinion/1855348/village-of-willowbrook-v-olech/,VERIFIED,,opinions/Village_of_Willowbrook_v_Olech.html
58,The void for vagueness doctrine applies when a law describes conduct that is proscribed in a manner so vague that regulated parties lack guidance as to what is prohibited.,"Holder v. Humanitarian L. Project, 561 U.S. 1, 19 (2010)",Holder v. Humanitarian Law Project,,,https://www.courtlistener.com/opinion/6797285/holder-v-humanitarian-law-project/,VERIFIED,,opinions/Holder_v_Humanitarian_Law_Project.html
58-59,The Constitution does not grant to members of the public generally a right to be heard by public bodies.,"Minn. State Bd. for Cmty. Colls. v. Knight, 465 U.S. 271, 283 (1984)",Minnesota State Board for Community Colleges v. Knight,,,https://www.courtlistener.com/opinion/111100/minnesota-state-board-for-community-colleges-v-knight/,VERIFIED,,opinions/Minnesota_State_Board_for_Community_Colleges_v_Knight.html
59,Both plaintiffs and their clients remain free to advocate ideas by bringing and pursuing lawsuits.,"Minn. State Bd. for Cmty. Colls. v. Knight, 465 U.S. 271, 286 (1984)",Minnesota State Board for Community Colleges v. Knight,,,https://www.courtlistener.com/opinion/111100/minnesota-state-board-for-community-colleges-v-knight/,VERIFIED,,opinions/Minnesota_State_Board_for_Community_Colleges_v_Knight.html
59,"The right to choose one's own counsel is circumscribed in several important respects; courts have upheld a wide range of incidental burdens based on neutral rules, such as bar admission requirements.","Wheat v. United States, 486 U.S. 153, 159 (1988)",Wheat v. United States,,,https://www.courtlistener.com/opinion/112074/wheat-v-united-states/,VERIFIED,,opinions/Wheat_v_United_States.html
61,The Government's own speech is exempt from First Amendment scrutiny.,"Johanns v. Livestock Mktg. Ass'n, 544 U.S. 550, 553 (2005)",Johanns v. Livestock Marketing Assn.,,,https://www.courtlistener.com/opinion/142895/johanns-v-livestock-marketing-assn/,VERIFIED,,opinions/Johanns_v_Livestock_Marketing_Assn.html
61,"Like other governmental entities, the Executive Branch has the right to speak for itself.","Bd. of Regents of Univ. of Wis. Sys. v. Southworth, 529 U.S. 217, 229 (2000)",Board of Regents of the University of Wisconsin System v. Southworth,,,https://www.courtlistener.com/opinion/2621017/board-of-regents-of-the-university-of-wisconsin-system-v-southworth/,VERIFIED,,opinions/Board_of_Regents_of_the_University_of_Wisconsin_System_v_Southworth.html
61,"When a government entity embarks on a course of action, it necessarily takes a particular viewpoint and rejects others.","Matal v. Tam, 582 U.S. 218, 234 (2017)",Matal v. Tam,,,https://www.courtlistener.com/opinion/4403807/matal-v-tam/,VERIFIED,,opinions/Matal_v_Tam.html
61,It is not easy to imagine how government could function if it lacked the freedom to speak for itself.,"Pleasant Grove City v. Summum, 555 U.S. 460, 468 (2009)",Pleasant Grove City v. Summum,,,https://www.courtlistener.com/opinion/145905/pleasant-grove-city-v-summum/,VERIFIED,,opinions/Pleasant_Grove_City_v_Summum.html
61,It is the very business of government to favor and disfavor points of view.,"Nat'l Endowment of the Arts v. Finley, 524 U.S. 569, 598 (1998)",National Endowment for the Arts v. Finley,,,https://www.courtlistener.com/opinion/118240/national-endowment-for-the-arts-v-finley/,VERIFIED,,opinions/National_Endowment_for_the_Arts_v_Finley.html
61,"If every citizen were to have a right to insist that no one paid by public funds express a view with which he disagreed, debate over issues of great concern to the public would be limited to those in the private sector, and the process of government as we know it radically transformed.","Keller v. State Bar of Cal., 496 U.S. 1, 12-13 (1990)",Keller v. State Bar of California,,,https://www.courtlistener.com/opinion/112443/keller-v-state-bar-of-california/,VERIFIED,,opinions/Keller_v_State_Bar_of_California.html
62,"Courts identify government speech by looking to history, the objective expectations of observers, and who exercises control over the message.","Walker v. Tex. Div., Sons of Confederate Veterans, Inc., 576 U.S. 200, 210 (2015)","Walker v. Texas Div., Sons of Confederate Veterans, Inc.",,,https://www.courtlistener.com/opinion/2809762/walker-v-texas-div-sons-of-confederate-veterans-inc/,VERIFIED,,opinions/Walker_v_Texas_Div_Sons_of_Confederate_Veterans_Inc.html
62,The Constitution relies first and foremost on the ballot box to check the government when it speaks.,"Shurtleff v. City of Boston, 596 U.S. 243, 252 (2022)",Shurtleff v. Boston,,,https://www.courtlistener.com/opinion/6468902/shurtleff-v-boston/,VERIFIED,,opinions/Shurtleff_v_Boston.html
62,A coordinate branch of government may not force the President himself to contradict his earlier statement.,"Zivotofsky ex rel. Zivotofsky v. Kerry, 576 U.S. 1, 30 (2015)",Zivotofsky v. Kerry,,,https://www.courtlistener.com/opinion/2808294/zivotofsky-v-kerry/,VERIFIED,,opinions/Zivotofsky_v_Kerry.html
62-63,"The government is ultimately accountable to the electorate and the political process for its advocacy, and if the citizenry objects, newly elected officials later could espouse some different or contrary position.","Pleasant Grove City v. Summum, 555 U.S. 460, 468-69 (2009)",Pleasant Grove City v. Summum,,,https://www.courtlistener.com/opinion/145905/pleasant-grove-city-v-summum/,VERIFIED,,opinions/Pleasant_Grove_City_v_Summum.html
63,"Shorn of its enforcement mechanisms, Section 1 is nothing more than the Executive Branch saying what it wishes.","Nat'l Rifle Ass'n of Am. v. Vullo, 602 U.S. 175, 187 (2024)",National Rifle Association of America v. Vullo,,,https://www.courtlistener.com/opinion/10600087/national-rifle-association-of-america-v-vullo/,VERIFIED,,opinions/National_Rifle_Association_of_America_v_Vullo.html
63,There is a strong presumption of severability.,"Barr v. Am. Ass'n of Pol. Consultants, Inc., 591 U.S. 610, 625 (2020)","Barr v. American Assn. of Political Consultants, Inc.",,,https://www.courtlistener.com/opinion/4765904/barr-v-american-assn-of-political-consultants-inc/,VERIFIED,,opinions/Barr_v_American_Assn_of_Political_Consultants_Inc.html
64,"Generally speaking, when confronting a constitutional flaw in a statute, we try to limit the solution to the problem, severing any problematic portions while leaving the remainder intact.","Free Enter. Fund v. Pub. Co. Acct. Oversight Bd., 561 U.S. 477, 508 (2010)",Free Enterprise Fund v. Public Co. Accounting Oversight Board,,,https://www.courtlistener.com/opinion/9054281/free-enterprise-fund-v-public-co-accounting-oversight-board/,VERIFIED,,opinions/Free_Enterprise_Fund_v_Public_Co_Accounting_Oversight_Board.html
64,Courts ask whether the provisions are capable of functioning independently when determining severability.,"Seila L. LLC v. Consumer Fin. Prot. Bureau, 591 U.S. 197, 235 (2020)",Seila Law LLC v. Consumer Financial Protection Bureau,,,https://www.courtlistener.com/opinion/4764603/seila-law-llc-v-consumer-financial-protection-bureau/,VERIFIED,,opinions/Seila_Law_LLC_v_Consumer_Financial_Protection_Bureau.html
64,Cabinet Secretaries can remain free to decide not to appoint attorneys from plaintiff firms to high-ranking policy making positions; the government can consider viewpoints when making such appointments.,"Rutan v. Republican Party of Ill., 497 U.S. 62, 71 n.5 (1990)",,,,,,,opinions/Rutan_v_Republican_Party_of_Illinois.html
