"id","source","proposition","gold_name","gold_cite","citing_court","citing_year","cited_year","model_response","elapsed_s","cost_usd","input_tokens","output_tokens","stderr"
"freshdc-10846361-4","freshdc","explaining that plaintiffs must demonstrate standing for each claim they press, each form of relief they seek, and each defendant they name","Murthy v. Missouri","Murthy v. Missouri, 603 U.S. 43 (2024)","United States District Court for the District of Columbia","2026","2024","TransUnion LLC v. Ramirez, 594 U.S. 413 (2021)","18.2","0.0471378","3","699",""
"freshdc-10846361-5","freshdc","“Title VII does more than merely exclude an alien employed overseas from protection; it affirmatively grants protection only to ‘a citizen of the United States.’” (quoting 42 U.S.C. § 2000e(f))","Shekoyan v. Sibley Int’l","Shekoyan v. Sibley Int’l, 409 F.3d 414 (2005)","United States District Court for the District of Columbia","2026","2005","UNKNOWN","22.8","0.052702799999999994","3","1063",""
"freshdc-10847189-6","freshdc","“There is little question that disclosing the identity of targets of law-enforcement investigations can subject those identified to embarrassment and potentially more serious reputational harm.”","Behalf  Judiciary Comm. v. DOJ","Behalf  Judiciary Comm. v. DOJ, 823 F.2d 574 (1987)","United States District Court for the District of Columbia","2026","1987","United States Department of Justice v. Reporters Committee for Freedom of the Press, 489 U.S. 749 (S. Ct. 1989)","26.8","0.06151155","3","1655",""
"freshdc-10846210-7","freshdc","lowering a fee award where, had the case gone to summary judgment, briefing would have involved “straightforward issues”","Rooths v. District of Columbia","Rooths v. District of Columbia, 802 F. Supp. 2d 56 (2011)","United States District Court for the District of Columbia","2026","2011","UNKNOWN","11.5","0.0416328","3","332",""
"freshdc-10847189-8","freshdc","“A party opposing a summary judgment motion who does not address an argument advanced in the motion is deemed to have conceded the argument.”","Hairston v. Boardman","Hairston v. Boardman, 915 F. Supp. 2d 155 (2013)","United States District Court for the District of Columbia","2026","2013","Resolution Trust Corp. v. Dunmar Corp., 43 F.3d 587 (11th Cir. 1995)","17.9","0.051345299999999996","3","979",""
"freshdc-10846361-9","freshdc","“[A]n official- capacity suit is, in all respects other than name, to be treated as a suit against the [United States]”","Kentucky v. Graham","Kentucky v. Graham, 473 U.S. 159 (1985)","United States District Court for the District of Columbia","2026","1985","Kentucky v. Graham, 473 U.S. 159 (U.S. 1985)","7.5","0.040515300000000004","3","256",""
"freshdc-10847840-10","freshdc","“When [plaintiff] filed his Complaint, his purpose was for his allegations to be the basis of a potential trial,” and “there is a strong presumption for public access weighing in favor of unsealing the Complaint.”","Durham v. Prospect Waterproofing, Inc.","Durham v. Prospect Waterproofing, Inc., 818 F. Supp. 2d 64 (2011)","United States District Court for the District of Columbia","2026","2011","UNKNOWN","15.1","0.047805299999999995","3","738",""
"freshdc-10846244-11","freshdc","holding that the officer’s question, “you ain’t got no guns on you, do ya?” did not transform police encounter into a seizure","United States v. Bryant","United States v. Bryant, 111 F.4th 105 (2024)","United States District Court for the District of Columbia","2026","2024","*United States v. Mendenhall*, 446 U.S. 544 (U.S. 1980)","4.1","0.0371478","3","32",""
"freshdc-10847369-12","freshdc","“[E]ven if some intent to avoid the FMLA’s consequences is evidenced—a finding of willfulness will not necessarily Page 31 of 34 follow where the employer tried to comport with the law and tenable reasoning undergirded its conduct.”","Bass v. Potter","Bass v. Potter, 522 F.3d 1098 (2008)","United States District Court for the District of Columbia","2026","2008","UNKNOWN","14.0","0.04519155","3","561",""
"freshdc-10846361-13","freshdc","analogizing to Arbaugh and holding that just as a defendant’s status as an employer under § 2000e is not a jurisdictional question, so too an employee’s status under § 2000e-16(a)","Gray v. LaHood","Gray v. LaHood, 917 F. Supp. 2d 120 (2013)","United States District Court for the District of Columbia","2026","2013","UNKNOWN","26.6","0.056576549999999996","3","1322",""
"freshdc-10846361-14","freshdc","analogizing to Arbaugh and holding that just as a defendant’s status as an employer under § 2000e is not a jurisdictional question, so too an employee’s status under § 2000e-16(a)","Gray v. LaHood","Gray v. LaHood, 917 F. Supp. 2d 120 (2013)","United States District Court for the District of Columbia","2026","2013","UNKNOWN","32.3","0.062111549999999995","3","1691",""
"freshdc-10846361-15","freshdc","analogizing to Arbaugh and holding that just as a defendant’s status as an employer under § 2000e is not a jurisdictional question, so too an employee’s status under § 2000e-16(a)","Gray v. LaHood","Gray v. LaHood, 917 F. Supp. 2d 120 (2013)","United States District Court for the District of Columbia","2026","2013","UNKNOWN","15.5","0.04618155","3","629",""
"freshdc-10847369-16","freshdc","dismissing a hostile work environment claim which amounted to a collection of ordinary workplace difficulties","Massaquoi v. District of Columbia","Massaquoi v. District of Columbia, 81 F. Supp. 3d 44 (2015)","United States District Court for the District of Columbia","2026","2015","Baskerville v. Culligan International Co., 50 F.3d 428 (7th Cir. 1995)","14.3","0.0470478","3","695",""
"freshdc-10847369-17","freshdc","dismissing plaintiff’s hostile work environment claim because he “offer[ed] nothing to support a claim that any of [supervisor]’s conduct was linked to his age”","McKeithan v. Boarman","McKeithan v. Boarman, 803 F. Supp. 2d 63 (2011)","United States District Court for the District of Columbia","2026","2011","UNKNOWN","10.4","0.04278030000000001","3","406",""
"freshdc-10846361-18","freshdc","explaining that the FTCA “retains sovereign immunity for . . . ‘[a]ny claim arising in a foreign country’” (quoting 28 U.S.C. § 2680(k))","Sosa v. Alvarez-Machain","Sosa v. Alvarez-Machain, 542 U.S. 692 (2013)","United States District Court for the District of Columbia","2026","2013","Smith v. United States, 507 U.S. 197 (U.S. 1993)","18.5","0.0509478","3","948",""
"freshdc-10847364-19","freshdc","“Rule 4(c)(2) is violated when a plaintiff personally attempts to serve a defendant—including the United States—by mail.”","Olson v. FEC","Olson v. FEC, 256 F.R.D. 8 (2009)","United States District Court for the District of Columbia","2026","2009","Constien v. United States, 628 F.3d 1207 (10th Cir. 2010)","13.3","0.0477678","3","740",""
"freshdc-10847189-20","freshdc","“A party opposing a summary judgment motion who does not address an argument advanced in the motion is deemed to have conceded the argument.”","Hairston v. Boardman","Hairston v. Boardman, 915 F. Supp. 2d 155 (2013)","United States District Court for the District of Columbia","2026","2013","UNKNOWN","27.7","0.0591453","3","1499",""
"freshdc-10847841-21","freshdc","finding agency’s appeal procedure contemplated appeals of inaction and therefore plaintiff was subject to administrative-exhaustion requirement in suit over agency delay","Mdewakanton Sioux Indians  Minn. v. Zinke","Mdewakanton Sioux Indians  Minn. v. Zinke, 264 F. Supp. 3d 116 (2017)","United States District Court for the District of Columbia","2026","2017","UNKNOWN","28.3","0.0589503","3","1486",""
"freshdc-10846361-22","freshdc","underscoring that sovereign immunity bars suits for money damages against federal officers acting in their official capacities","Clark v. Libr. of Cong.","Clark v. Libr. of Cong., 750 F.2d 89 (1984)","United States District Court for the District of Columbia","2026","1984","Kentucky v. Graham, 473 U.S. 159 (U.S. 1985)","13.6","0.042934049999999994","3","420",""
"freshdc-10846244-23","freshdc","concluding that no seizure occurred where one officer approached the defendant and “politely asked him a series of questions” while another officer “remained several feet away”","United States v. Lloyd","United States v. Lloyd, 868 F.2d 447 (1989)","United States District Court for the District of Columbia","2026","1989","United States v. Mendenhall, 446 U.S. 544 (U.S. 1980)","2.8","0.0371478","3","31",""
"freshdc-10847189-24","freshdc","“There is little question that disclosing the identity of targets of law-enforcement investigations can subject those identified to embarrassment and potentially more serious reputational harm.”","Behalf  Judiciary Comm. v. DOJ","Behalf  Judiciary Comm. v. DOJ, 823 F.2d 574 (1987)","United States District Court for the District of Columbia","2026","1987","UNKNOWN","22.8","0.053801550000000004","3","1141",""
"freshdc-10847369-25","freshdc","dismissing plaintiff’s hostile work environment claim because he “offer[ed] nothing to support a claim that any of [supervisor]’s conduct was linked to his age”","McKeithan v. Boarman","McKeithan v. Boarman, 803 F. Supp. 2d 63 (2011)","United States District Court for the District of Columbia","2026","2011","UNKNOWN","3.0","0.0367653","3","5",""
"freshdc-10846089-26","freshdc","explaining that an entity within D.C. government may be sued only if it is statutorily a separate legal entity","Roberson v. D.C. Bd. of Higher Educ.","Roberson v. D.C. Bd. of Higher Educ., 359 A.2d 28 (1976)","United States District Court for the District of Columbia","2026","1976","Bradshaw v. District of Columbia, 43 F.3d 712 (D.C. Cir. 1995)","4.5","0.03717404999999999","3","35",""
"freshdc-10846361-27","freshdc","explaining that the Supreme Court’s “approach to Fifth Amendment equal protection claims has always been precisely the same as to equal protection claims under the Fourteenth Amendment”","Weinberger v. Wiesenfeld","Weinberger v. Wiesenfeld, 420 U.S. 636 (1975)","United States District Court for the District of Columbia","2026","1975","Adarand Constructors, Inc. v. PeÃ±a, 515 U.S. 200 (U.S. 1995)","18.2","0.052864049999999996","3","1079",""
"freshdc-10846361-28","freshdc","explaining that the Supreme Court’s “approach to Fifth Amendment equal protection claims has always been precisely the same as to equal protection claims under the Fourteenth Amendment”","Weinberger v. Wiesenfeld","Weinberger v. Wiesenfeld, 420 U.S. 636 (1975)","United States District Court for the District of Columbia","2026","1975","Adarand Constructors, Inc. v. PeÃ±a, 515 U.S. 200 (U.S. 1995)","17.8","0.05419905","3","1168",""
"freshdc-10847289-29","freshdc","“[S]peculative and unsubstantiated claims of harm to [plaintiff’s] reputational . . . interests are insufficient to justify proceeding anonymously[.]”","Consumer Fin. Prot. Bureau","Consumer Fin. Prot. Bureau, 195 F. Supp. 3d 9 (2016)","United States District Court for the District of Columbia","2026","2016","UNKNOWN","29.8","0.060082800000000006","3","1559",""
"freshdc-10846302-30","freshdc","“As a court of limited jurisdiction, we begin, and end, with an examination of our jurisdiction.”","Kokkonen v. Guardian Life Ins. Co. of Am.","Kokkonen v. Guardian Life Ins. Co. of Am., 511 U.S. 375 (2004)","United States District Court for the District of Columbia","2026","2004","UNKNOWN","17.9","0.0477528","3","741",""
"freshdc-10846361-31","freshdc","explaining that the Supreme Court’s “approach to Fifth Amendment equal protection claims has always been precisely the same as to equal protection claims under the Fourteenth Amendment”","Weinberger v. Wiesenfeld","Weinberger v. Wiesenfeld, 420 U.S. 636 (1975)","United States District Court for the District of Columbia","2026","1975","Weinberger v. Wiesenfeld, 420 U.S. 636 (U.S. 1975)","4.5","0.03718905","3","34",""
"freshdc-10846302-32","freshdc","“As a court of limited jurisdiction, we begin, and end, with an examination of our jurisdiction.”","Kokkonen v. Guardian Life Ins. Co. of Am.","Kokkonen v. Guardian Life Ins. Co. of Am., 511 U.S. 375 (2004)","United States District Court for the District of Columbia","2026","2004","UNKNOWN","22.9","0.05304779999999999","3","1094",""
"freshdc-10847840-33","freshdc","“When [plaintiff] filed his Complaint, his purpose was for his allegations to be the basis of a potential trial,” and “there is a strong presumption for public access weighing in favor of unsealing the Complaint.”","Durham v. Prospect Waterproofing, Inc.","Durham v. Prospect Waterproofing, Inc., 818 F. Supp. 2d 64 (2011)","United States District Court for the District of Columbia","2026","2011","Lugosch v. Pyramid Co. of Onondaga, 435 F.3d 110 (2d Cir. 2006)","20.9","0.0514803","3","983",""
"freshdc-10846089-34","freshdc","denying motion to dismiss hostile work environment claim where plaintiff alleged, among other things, that he was subjected to “threats of discipline based on false accusations”","Wise v. Ferriero","Wise v. Ferriero, 842 F. Supp. 2d 120 (2012)","United States District Court for the District of Columbia","2026","2012","UNKNOWN","11.9","0.0439203","3","483",""
"freshdc-10846361-35","freshdc","“[A] pro se complaint, however inartfully pleaded, must be held to less stringent standards than formal pleadings drafted by lawyers.” (quoting Estelle v. Gamble, 429 U.S. 97, 106 (1976))","Erickson v. Pardus","Erickson v. Pardus, 551 U.S. 89 (2007)","United States District Court for the District of Columbia","2026","2007","Haines v. Kerner, 404 U.S. 519 (U.S. 1972)","2.9","0.03724905","3","31",""
"freshdc-10847840-36","freshdc","“When [plaintiff] filed his Complaint, his purpose was for his allegations to be the basis of a potential trial,” and “there is a strong presumption for public access weighing in favor of unsealing the Complaint.”","Durham v. Prospect Waterproofing, Inc.","Durham v. Prospect Waterproofing, Inc., 818 F. Supp. 2d 64 (2011)","United States District Court for the District of Columbia","2026","2011","UNKNOWN","14.8","0.0471753","3","696",""
"freshdc-10846361-37","freshdc","explaining that the FTCA “retains sovereign immunity for . . . ‘[a]ny claim arising in a foreign country’” (quoting 28 U.S.C. § 2680(k))","Sosa v. Alvarez-Machain","Sosa v. Alvarez-Machain, 542 U.S. 692 (2013)","United States District Court for the District of Columbia","2026","2013","Smith v. United States, 507 U.S. 197 (U.S. 1993)","13.9","0.042727799999999996","3","400",""
"freshdc-10846089-38","freshdc","ruling that plaintiffs need not “demonstrate that all of the relevant aspects of [their] employment situation were nearly identical to those of the comparators” at dismissal stage (cleaned up)","Joyner v. Morrison & Foerster LLP","Joyner v. Morrison & Foerster LLP, 140 F.4th 523 (2025)","United States District Court for the District of Columbia","2026","2025","UNKNOWN","21.5","0.05107155","3","958",""
"freshdc-10847189-39","freshdc","“There is little question that disclosing the identity of targets of law-enforcement investigations can subject those identified to embarrassment and potentially more serious reputational harm.”","Behalf  Judiciary Comm. v. DOJ","Behalf  Judiciary Comm. v. DOJ, 823 F.2d 574 (1987)","United States District Court for the District of Columbia","2026","1987","U.S. Dep't of Justice v. Reporters Comm. for Freedom of the Press, 489 U.S. 749 (U.S. 1989)","17.4","0.05161155","3","995",""
"freshdc-10847841-40","freshdc","finding agency’s appeal procedure contemplated appeals of inaction and therefore plaintiff was subject to administrative-exhaustion requirement in suit over agency delay","Mdewakanton Sioux Indians  Minn. v. Zinke","Mdewakanton Sioux Indians  Minn. v. Zinke, 264 F. Supp. 3d 116 (2017)","United States District Court for the District of Columbia","2026","2017","UNKNOWN","28.1","0.0558603","3","1280",""
"freshdc-10846361-41","freshdc","explaining that the FTCA “retains sovereign immunity for . . . ‘[a]ny claim arising in a foreign country’” (quoting 28 U.S.C. § 2680(k))","Gross v. Dev. Alts., Inc.","Gross v. Dev. Alts., Inc., 946 F. Supp. 2d 120 (2013)","United States District Court for the District of Columbia","2026","2013","Smith v. United States, 507 U.S. 197 (U.S. 1993)","8.4","0.0422178","3","366",""
"freshdc-10847189-42","freshdc","“[T]his court has found that individuals have an obvious privacy interest cognizable under Exemption 7(C) in keeping secret the fact that they were subjects of a law enforcement investigation.”","Nation Mag., Washington Bureau v. U.S. Customs Serv.","Nation Mag., Washington Bureau v. U.S. Customs Serv., 71 F.3d 885 (1995)","United States District Court for the District of Columbia","2026","1995","SafeCard Services, Inc. v. SEC, 926 F.2d 1197 (D.C. Cir. 1991)","12.9","0.046309050000000004","3","640",""
"freshdc-10847369-43","freshdc","“[A] suspension without pay that is never served does not constitute an adverse employment action.”","Whittaker v. N. Ill. Univ.","Whittaker v. N. Ill. Univ., 424 F.3d 640 (2005)","United States District Court for the District of Columbia","2026","2005","UNKNOWN","43.8","0.07558155","3","2597",""
"freshdc-10846361-44","freshdc","explaining that the FTCA “retains sovereign immunity for . . . ‘[a]ny claim arising in a foreign country’” (quoting 28 U.S.C. § 2680(k))","Gross v. Dev. Alts., Inc.","Gross v. Dev. Alts., Inc., 946 F. Supp. 2d 120 (2013)","United States District Court for the District of Columbia","2026","2013","Sosa v. Alvarez-Machain, 542 U.S. 692 (U.S. 2004)","10.7","0.0446178","3","526",""
"freshdc-10847369-45","freshdc","“mere fact” of age differential between plaintiff and selectee is insufficient to support inference that adverse action was motivated by age","Goss v. George Wash. Univ.","Goss v. George Wash. Univ., 942 F. Supp. 659 (1996)","United States District Court for the District of Columbia","2026","1996","UNKNOWN","32.0","0.06078404999999999","3","1609",""
"freshdc-10847840-46","freshdc","“The more relevant a pleading is to the central claims of the litigation, the stronger the presumption of unsealing the pleading becomes.”","Grover v. Related Cos.","Grover v. Related Cos., 4 F. Supp. 3d 21 (2013)","United States District Court for the District of Columbia","2026","2013","Lugosch v. Pyramid Co. of Onondaga, 435 F.3d 110 (2d Cir. 2006)","12.4","0.0436578","3","466",""
"freshdc-10847369-47","freshdc","“[A] suspension without pay that is never served does not constitute an adverse employment action.”","Whittaker v. N. Ill. Univ.","Whittaker v. N. Ill. Univ., 424 F.3d 640 (2005)","United States District Court for the District of Columbia","2026","2005","UNKNOWN","18.0","0.04951155","3","859",""
"freshdc-10846361-48","freshdc","explaining that the FTCA “retains sovereign immunity for . . . ‘[a]ny claim arising in a foreign country’” (quoting 28 U.S.C. § 2680(k))","Gross v. Dev. Alts., Inc.","Gross v. Dev. Alts., Inc., 946 F. Supp. 2d 120 (2013)","United States District Court for the District of Columbia","2026","2013","Smith v. United States, 507 U.S. 197 (1993)","11.3","0.0448878","3","544",""
"freshdc-10847369-49","freshdc","“[A] suspension without pay that is never served does not constitute an adverse employment action.”","Whittaker v. N. Ill. Univ.","Whittaker v. N. Ill. Univ., 424 F.3d 640 (2005)","United States District Court for the District of Columbia","2026","2005","UNKNOWN","19.3","0.049931550000000005","3","887",""
