"id","source","proposition","gold_name","gold_cite","model_response","extracted_case_name","extracted_citation","extracted_year","real","real_status","name_match","matched_cl_name","matched_cluster_id","right_case","supports","support_rationale","support_cost_usd","model_cost_usd"
"lepard-1738195_4","lepard","Explanatory Notes for HTSUS heading 7318. The phrases “screws for wood” and “self-tapping (Parker) screws” in the Explanatory Notes each suggest a use for the screws, but the Explanatory Notes also offer physical characteristics for each type of screw and no language suggests that the subheadings are controlled by use. Although neither provision is controlled by use, use may still be implicated in the court’s interpretive analysis because, in limited circumstances, the intended use of the, product may be implicated by the tariff terms. The court defines those terms relying upon its own understanding of the terms and may “","Carl Zeiss, Inc. v. United States","Carl Zeiss, Inc. v. United States, 195 F.3d 1375 (1999)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.0568878"
"lepard-1494463_48","lepard","at 565-66, 109 S.Ct. 757. After another court, trying a different group of defendants, had ruled that the rigged bids were part and parcel of a single conspiracy, the Broce defendants mounted a collateral attack on their second conviction. The Supreme Court concluded that “","United States v. Broce","United States v. Broce, 488 U.S. 563 (1989)","United States v. Broce, 488 U.S. 563 (1989)","United States v. Broce","488 U.S. 563","1989","Y","VERIFIED","Y","United States v. Broce","112177","Y","Green","The excerpt at pages 565-68 directly confirms the described sequence: the Beachner court (different defendants) found a single overarching conspiracy, the Broce defendants then collaterally attacked their second conviction relying on Beachner II, and the Supreme Court held that challenge was foreclosed by their guilty pleas.","0.06340604999999999","0.039750299999999995"
"lepard-1564497_35","lepard","O’Quinn & Assoc., LLP, 523 Fed.Appx. 761, 764 (2d Cir.2013). The Second Circuit has directed courts to classify arbitration clauses as either broad or narrow. Clauses requiring arbitration of disputes “","Vimar Seguros y Reaseguros, S. A. v. M/V Sky Reefer","Vimar Seguros y Reaseguros, S. A. v. M/V Sky Reefer, 515 U.S. 528 (1995)","Collins & Aikman Products Co. v. Building Systems, Inc., 58 F.3d 16 (2d Cir. 1995)","Aikman Products Co. v. Building Systems, Inc.","58 F.3d 16","1995","Y","VERIFIED","N","Collins & Aikman Products Co. v. Building Systems, Inc. And U.S. Commercial Floor System","698355","N","Green","The excerpt from Collins & Aikman explicitly establishes the broad/narrow arbitration clause distinction and identifies 'any claim or controversy arising out of or relating to this agreement' as the paradigm of a broad clause, directly supporting the proposition.","0.05733855","0.0458553"
"lepard-1720089_31","lepard","We possess appellate jurisdiction pursuant to 28 U.S.C. § 1291. III. Standard of Review Summary judgment is appropriate “","Thaddeus-X v. Blatter","Thaddeus-X v. Blatter, 175 F.3d 378 (1999)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.0523053"
"lepard-348819_5","lepard","They also claim to have been injured in the same way—by the deprivation of their property without due process. The questions common to the proposed classes include: 1) whether the District had a custom, practice or policy of failing to check the incarceration status of any individual to whom a notice was being sent; 2) whether the District’s practice of failing to send notices to incarcerated persons at their place of incarceration violated plaintiffs’ due process rights; 3) whether the District had a custom, practice or policy of failing to conduct any follow up on returned undelivered notices; 4) whether the District’s practice of failing to conduct any follow up on undelivered mail receipts violated plaintiffs’ due process rights; and 5) whether the District’s failure to either return property or begin a forfeiture proceeding violated plaintiffs’ rights. The Court is satisfied that Plaintiffs have met their burden to establish that these common questions of law and fact exist in this case. Typicality Rule 23(a)(3) requires a finding that “","Pigford v. Glickman","Pigford v. Glickman, 182 F.R.D. 341 (1998)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.052215300000000006"
"lepard-1564297_56","lepard","See 14 C.F.R. § 93.319(f). 2097, 2112-13, 132 L.Ed.2d 158 (1995), in which the Supreme Court held that “all racial classifications... must be analyzed by a reviewing court under strict scrutiny.","Adarand Constructors, Inc. v. Pena","Adarand Constructors, Inc. v. Pena, 515 U.S. 200 (1995)","Adarand Constructors, Inc. v. PeÃ±a, 515 U.S. 200 (U.S. 1995)","Adarand Constructors, Inc. v. PeÃ±a","515 U.S. 200","1995","Y","VERIFIED","N","Adarand Constructors, Inc. v. Pena","117947","N","Green","Adarand Constructors, Inc. v. Pena, 515 U.S. 200 directly held that all racial classifications imposed by the federal government must be analyzed under strict scrutiny, which is precisely the proposition stated.","0.05659605","0.04012905"
"lepard-11651497_8","lepard","2727, 73 L.Ed.2d 396(1982). Once a defendant raises the qualified immunity defense, the plaintiff must come forward with facts or allegations sufficient to show both that the defendant’s alleged conduct violated the law and that [the] law was clearly established when the alleged violation occurred. Qualified immunity shields public officials performing discretionary functions from civil damages, so long as their conduct does not violate clearly established statutory or constitutional rights of which an objectively prudent person would be aware. Essentially, “[qualified immunity seeks to ensure that defendants ‘reasonably can anticipate when their conduct may give rise to liability,’ by attaching liability only if ‘[t]he contours of the right [violated are] sufficiently clear that a reasonable official would understand that what he is doing violates that right.","United States v. Lanier","United States v. Lanier, 520 U.S. 259 (1997)","Harlow v. Fitzgerald, 457 U.S. 800, 102 S.Ct. 2727, 73 L.Ed.2d 396 (U.S. 1982)","Harlow v. Fitzgerald","457 U.S. 800","1982","Y","VERIFIED","Y","Harlow v. Fitzgerald","110763","N","Green","Harlow v. Fitzgerald is the foundational case establishing the objective qualified immunity standard described in the proposition, shielding officials performing discretionary functions unless they violate clearly established statutory or constitutional rights of which a reasonable person would have known.","0.06263355","0.0380103"
"lepard-1564216_4","lepard","Murphy later filed an amended return in which she sought a refund of the $20,665 based upon § 104(a)(2) of the IRC, which provides that “gross income does not include... damages... received... on account of personal physical injuries or physical sickness.","Commissioner v. Schleier","Commissioner v. Schleier, 515 U.S. 323 (1995)","Murphy v. IRS, 460 F.3d 79 (D.C. Cir. 2006)","Murphy v. IRS","460 F.3d 79","2006","Y","VERIFIED","N","Murphy v. Internal Revenue Service","8439402","N","Green","The opinion excerpt explicitly states that Murphy filed an amended return seeking a refund of the $20,665 based upon Â§ 104(a)(2) of the IRC and quotes the exact statutory language cited in the proposition.","0.057882300000000005","0.0476103"
"lepard-11716177_64","lepard","1917, 1924, 48 L.Ed.2d 450 (1976). Because the plaintiff must establish that a favorable decision will be likely to redress his injury, the form of relief sought is often critical in determining whether the plaintiff has standing. Thus, as numerous Supreme Court decisions illustrate, a given plaintiff may have standing to sue for damages yet lack standing to seek injunctive relief. While a § 1983 plaintiff’s allegation that he has suffered from unconstitutional practices may be sufficient to establish standing to sue for damages, “","O’Shea v. Littleton","O’Shea v. Littleton, 414 U.S. 488 (1974)","City of Los Angeles v. Lyons, 461 U.S. 95 (1983)","City  Los Angeles v. Lyons","461 U.S. 95","1983","Y","VERIFIED","Y","City of Los Angeles v. Lyons","110916","N","Green","Lyons directly holds that past unconstitutional conduct may support standing for damages while being insufficient to establish standing for injunctive relief, which is precisely the proposition stated.","0.05545605","0.05320905"
"lepard-11651497_15","lepard","And because (as we held in Bennett IT) the facts alleged by Bennett disclose no basis from which to conclude that David posed an immediate threat to anyone but himself, we conclude that this case is one in which the “general constitutional rule already identified in decisional law... applies] with obvious clarity to the specific conduct in question” (Id.).","United States v. Lanier","United States v. Lanier, 520 U.S. 259 (1997)","United States v. Lanier, 520 U.S. 259 (Supreme Court 1997)","United States v. Lanier","520 U.S. 259","1997","Y","VERIFIED","Y","United States v. Lanier","118098","Y","Yellow","Lanier does articulate the 'general constitutional rule applies with obvious clarity' standard, but the case concerns criminal liability under 18 U.S.C. Â§ 242, not civil qualified immunity in a use-of-force/immediate-threat context; the specific quoted passage does not appear in the provided excerpt (likely in truncated text), and the proposition's application to an 'immediate threat' factual analysis goes beyond what Lanier itself addressed.","0.07905105","0.050681550000000006"
"lepard-11735156_12","lepard","Finally, plaintiffs allege that the federal Petroleum Marketing Practices Act (“PMPA”), 15 U.S.C. § 2801 et seq., preempts the Ethanol Blending Statute because it allows a franchiser to terminate a franchise agreement if the franchisee engaged in adulteration or misbranding of the supplier’s product. First, “determining whether a federal statute preempts a state statute... is a constitutional question.","Perez. v. Campbell","Perez. v. Campbell, 402 U.S. 637 (1971)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.051169049999999994"
"freshdc-10846210-0","freshdc","noting that by “using motions pages as a proxy,” the district court “properly apportioned” fees between parties","Turner v. D.C. Bd. of Elections & Ethics","Turner v. D.C. Bd. of Elections & Ethics, 354 F.3d 890 (2004)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.04272405"
"freshdc-10846302-1","freshdc","“As a court of limited jurisdiction, we begin, and end, with an examination of our jurisdiction.”","Kokkonen v. Guardian Life Ins. Co. of Am.","Kokkonen v. Guardian Life Ins. Co. of Am., 511 U.S. 375 (2004)","Steel Co. v. Citizens for a Better Environment, 523 U.S. 83 (U.S. 1998)","Better Environment","523 U.S. 83","1998","Y","VERIFIED","Y","Steel Co. v. Citizens for a Better Environment","2620886","N","Green","Steel Co. expressly rejects 'hypothetical jurisdiction' and holds that jurisdiction must be established as a threshold matter before reaching the merits, directly supporting the proposition that a court beginsâ€”and endsâ€”with jurisdictional examination.","0.062404799999999996","0.0515028"
"freshdc-10847369-2","freshdc","“[A] reason cannot be proved to be ‘a pretext for discrimination’ unless it is shown both that the reason was false, and that discrimination was the real reason.” (quoting Tex. Dep’t of Cmty. Affs. v. Burdine, 450 U.S. 248, 253 (1981))","St. Mary’ Honor Ctr. v. Hicks","St. Mary’ Honor Ctr. v. Hicks, 509 U.S. 502 (1993)","St. Mary's Honor Center v. Hicks, 509 U.S. 502 (U.S. 1993)","St. Mary' Honor Center v. Hicks","509 U.S. 502","1993","Y","VERIFIED","Y","St. Mary's Honor Center v. Hicks","112901","Y","Yellow","Hicks does contain the quoted two-part pretext language ('false' + 'discrimination was the real reason'), but that formulation is Hicks's own holding, not a direct quotation from Burdine 450 U.S. at 253; Burdine at 253 merely says the plaintiff must show the reasons 'were not its true reasons, but were a pretext for discrimination,' so the parenthetical attribution to Burdine overstates the source.","0.08847854999999999","0.03736155"
"freshdc-10846361-3","freshdc","“[I]f subject-matter jurisdiction turns on contested facts, the trial judge may be authorized to review the evidence and resolve the dispute on her own.”","Arbaugh v. Y & H Corp.","Arbaugh v. Y & H Corp., 546 U.S. 500 (2006)","Williamson v. Tucker, 645 F.2d 404 (5th Cir. 1981)","Williamson v. Tucker","645 F.2d 404","1981","Y","VERIFIED","N","John D. Williamson, Plaintiffs-Appellants-Cross v. Gordon G. Tucker, Defendants-Appellees-Cross","389145","N","Yellow","The excerpt discusses the procedural distinction between Rule 12(b)(1) jurisdictional dismissals and Rule 56 summary judgment, and raises the question of whether the district court resolved disputed factual issues, but it never affirmatively states the principle that a trial judge is authorized to independently weigh evidence and resolve contested jurisdictional factsâ€”that holding, if present, would appear in a later portion of the opinion not included in the excerpt.","0.06762855","0.0592803"
"freshdc-10846361-4","freshdc","explaining that plaintiffs must demonstrate standing for each claim they press, each form of relief they seek, and each defendant they name","Murthy v. Missouri","Murthy v. Missouri, 603 U.S. 43 (2024)","TransUnion LLC v. Ramirez, 594 U.S. 413 (2021)","TransUnion LLC v. Ramirez","594 U.S. 413","2021","Y","VERIFIED","Y","TransUnion LLC v. Ramirez","4894912","N","Yellow","The excerpt supports the 'each claim' dimensionâ€”the Court separately analyzes standing for the reasonable-procedures claim versus the formatting claimsâ€”but the excerpt does not address the 'each form of relief' or 'each defendant' components of the proposition, making the citation an overstatement of what the case expressly holds.","0.0666798","0.0471378"
"freshdc-10846361-5","freshdc","“Title VII does more than merely exclude an alien employed overseas from protection; it affirmatively grants protection only to ‘a citizen of the United States.’” (quoting 42 U.S.C. § 2000e(f))","Shekoyan v. Sibley Int’l","Shekoyan v. Sibley Int’l, 409 F.3d 414 (2005)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.052702799999999994"
"freshdc-10847189-6","freshdc","“There is little question that disclosing the identity of targets of law-enforcement investigations can subject those identified to embarrassment and potentially more serious reputational harm.”","Behalf  Judiciary Comm. v. DOJ","Behalf  Judiciary Comm. v. DOJ, 823 F.2d 574 (1987)","United States Department of Justice v. Reporters Committee for Freedom of the Press, 489 U.S. 749 (S. Ct. 1989)","Freedom of the Press","489 U.S. 749","1989","Y","VERIFIED","Y","United States Department of Justice v. Reporters Committee for Freedom of the Press","112224","N","Yellow","The case addresses privacy interests in law enforcement records under FOIA Exemption 7(C) and supports the general notion that disclosure of such records can harm individuals, but the excerpt does not contain language specifically about 'targets of investigations' facing 'embarrassment' or 'reputational harm,' making the proposition a broader characterization than what the provided text directly holds.","0.07198979999999999","0.06151155"
"freshdc-10846210-7","freshdc","lowering a fee award where, had the case gone to summary judgment, briefing would have involved “straightforward issues”","Rooths v. District of Columbia","Rooths v. District of Columbia, 802 F. Supp. 2d 56 (2011)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.0416328"
"freshdc-10847189-8","freshdc","“A party opposing a summary judgment motion who does not address an argument advanced in the motion is deemed to have conceded the argument.”","Hairston v. Boardman","Hairston v. Boardman, 915 F. Supp. 2d 155 (2013)","Resolution Trust Corp. v. Dunmar Corp., 43 F.3d 587 (11th Cir. 1995)","Resolution Trust Corp. v. Dunmar Corp.","43 F.3d 587","1995","Y","VERIFIED","Y","Resolution Trust Corp. v. Dunmar Corp.","7031119","N","Red","The excerpt addresses the D'Oench doctrine barring oral-agreement claims against federal deposit insurers; the only abandonment language ('has not been pursued on appeal and thus is deemed abandoned') concerns arguments dropped on appeal, not arguments unaddressed in opposition to a summary judgment motion.","0.07768604999999999","0.051345299999999996"
"freshdc-10846361-9","freshdc","“[A]n official- capacity suit is, in all respects other than name, to be treated as a suit against the [United States]”","Kentucky v. Graham","Kentucky v. Graham, 473 U.S. 159 (1985)","Kentucky v. Graham, 473 U.S. 159 (U.S. 1985)","Kentucky v. Graham","473 U.S. 159","1985","Y","VERIFIED","Y","Kentucky v. Graham","111500","Y","Yellow","The quoted language appears verbatim in the opinion (p. 166, citing Brandon v. Holt), but the proposition omits the qualifier 'as a suit against the entity' and substitutes 'the United States' â€” Kentucky v. Graham addresses suits against state/local government entities, not the United States specifically.","0.058321050000000006","0.040515300000000004"
"freshdc-10847840-10","freshdc","“When [plaintiff] filed his Complaint, his purpose was for his allegations to be the basis of a potential trial,” and “there is a strong presumption for public access weighing in favor of unsealing the Complaint.”","Durham v. Prospect Waterproofing, Inc.","Durham v. Prospect Waterproofing, Inc., 818 F. Supp. 2d 64 (2011)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.047805299999999995"
"freshdc-10846244-11","freshdc","holding that the officer’s question, “you ain’t got no guns on you, do ya?” did not transform police encounter into a seizure","United States v. Bryant","United States v. Bryant, 111 F.4th 105 (2024)","*United States v. Mendenhall*, 446 U.S. 544 (U.S. 1980)","States v. Mendenhall*","446 U.S. 544","1980","Y","VERIFIED","Y","United States v. Mendenhall","110264","N","Red","Mendenhall addresses whether DEA agents asking for ID at an airport constitutes a seizure under the Fourth Amendment; it contains no holding or passage about a gun-question inquiry, which is the specific fact pattern the proposition describes.","0.0598398","0.0371478"
"freshdc-10847369-12","freshdc","“[E]ven if some intent to avoid the FMLA’s consequences is evidenced—a finding of willfulness will not necessarily Page 31 of 34 follow where the employer tried to comport with the law and tenable reasoning undergirded its conduct.”","Bass v. Potter","Bass v. Potter, 522 F.3d 1098 (2008)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.04519155"
"freshdc-10846361-13","freshdc","analogizing to Arbaugh and holding that just as a defendant’s status as an employer under § 2000e is not a jurisdictional question, so too an employee’s status under § 2000e-16(a)","Gray v. LaHood","Gray v. LaHood, 917 F. Supp. 2d 120 (2013)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.056576549999999996"
"freshdc-10846361-14","freshdc","analogizing to Arbaugh and holding that just as a defendant’s status as an employer under § 2000e is not a jurisdictional question, so too an employee’s status under § 2000e-16(a)","Gray v. LaHood","Gray v. LaHood, 917 F. Supp. 2d 120 (2013)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.062111549999999995"
"freshdc-10846361-15","freshdc","analogizing to Arbaugh and holding that just as a defendant’s status as an employer under § 2000e is not a jurisdictional question, so too an employee’s status under § 2000e-16(a)","Gray v. LaHood","Gray v. LaHood, 917 F. Supp. 2d 120 (2013)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.04618155"
"freshdc-10847369-16","freshdc","dismissing a hostile work environment claim which amounted to a collection of ordinary workplace difficulties","Massaquoi v. District of Columbia","Massaquoi v. District of Columbia, 81 F. Supp. 3d 44 (2015)","Baskerville v. Culligan International Co., 50 F.3d 428 (7th Cir. 1995)","Baskerville v. Culligan International Co.","50 F.3d 428","1995","Y","VERIFIED","Y","Valerie A. Baskerville v. Culligan International Company","691992","N","Yellow","Baskerville dismissed a hostile work environment claim based on vulgar/boorish but non-severe conduct, not 'ordinary workplace difficulties' broadlyâ€”the case is specifically about sexual harassment threshold, which partially but not precisely matches the stated proposition.","0.0522048","0.0470478"
"freshdc-10847369-17","freshdc","dismissing plaintiff’s hostile work environment claim because he “offer[ed] nothing to support a claim that any of [supervisor]’s conduct was linked to his age”","McKeithan v. Boarman","McKeithan v. Boarman, 803 F. Supp. 2d 63 (2011)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.04278030000000001"
"freshdc-10846361-18","freshdc","explaining that the FTCA “retains sovereign immunity for . . . ‘[a]ny claim arising in a foreign country’” (quoting 28 U.S.C. § 2680(k))","Sosa v. Alvarez-Machain","Sosa v. Alvarez-Machain, 542 U.S. 692 (2013)","Smith v. United States, 507 U.S. 197 (U.S. 1993)","Smith v. United States","507 U.S. 197","1993","Y","VERIFIED","Y","Smith v. United States","112827","N","Green","The excerpt directly quotes 28 U.S.C. Â§ 2680(k)'s foreign-country exception and holds that it bars FTCA claims arising outside U.S. territory, confirming the proposition that the FTCA retains sovereign immunity for '[a]ny claim arising in a foreign country.'","0.0524673","0.0509478"
"freshdc-10847364-19","freshdc","“Rule 4(c)(2) is violated when a plaintiff personally attempts to serve a defendant—including the United States—by mail.”","Olson v. FEC","Olson v. FEC, 256 F.R.D. 8 (2009)","Constien v. United States, 628 F.3d 1207 (10th Cir. 2010)","Constien v. United States","628 F.3d 1207","2010","Y","VERIFIED","Y","Constien v. United States","180769","N","Green","The opinion explicitly states Rule 4(c)(2) requires a non-party to serve process and that '[e]ven when service is effected by use of the mail, only a nonparty can place the summons and complaint in the mail,' in a case where the United States was the defendant.","0.0611073","0.0477678"
"freshdc-10847189-20","freshdc","“A party opposing a summary judgment motion who does not address an argument advanced in the motion is deemed to have conceded the argument.”","Hairston v. Boardman","Hairston v. Boardman, 915 F. Supp. 2d 155 (2013)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.0591453"
"freshdc-10847841-21","freshdc","finding agency’s appeal procedure contemplated appeals of inaction and therefore plaintiff was subject to administrative-exhaustion requirement in suit over agency delay","Mdewakanton Sioux Indians  Minn. v. Zinke","Mdewakanton Sioux Indians  Minn. v. Zinke, 264 F. Supp. 3d 116 (2017)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.0589503"
"freshdc-10846361-22","freshdc","underscoring that sovereign immunity bars suits for money damages against federal officers acting in their official capacities","Clark v. Libr. of Cong.","Clark v. Libr. of Cong., 750 F.2d 89 (1984)","Kentucky v. Graham, 473 U.S. 159 (U.S. 1985)","Kentucky v. Graham","473 U.S. 159","1985","Y","VERIFIED","Y","Kentucky v. Graham","111500","N","Yellow","Graham addresses Eleventh Amendment immunity for state officials in official-capacity suits, not federal officers, and its core holding concerns attorney's fees under Â§1988 rather than sovereign immunity bars on money damages per seâ€”though the excerpt does confirm the relevant immunity principle.","0.05805104999999999","0.042934049999999994"
"freshdc-10846244-23","freshdc","concluding that no seizure occurred where one officer approached the defendant and “politely asked him a series of questions” while another officer “remained several feet away”","United States v. Lloyd","United States v. Lloyd, 868 F.2d 447 (1989)","United States v. Mendenhall, 446 U.S. 544 (U.S. 1980)","United States v. Mendenhall","446 U.S. 544","1980","Y","VERIFIED","Y","United States v. Mendenhall","110264","N","Yellow","Mendenhall does hold that no seizure occurred when agents approached and questioned the respondent in an airport concourse, supporting the general principle, but the specific factual characterizationâ€”one officer 'politely asked a series of questions' while another 'remained several feet away'â€”does not appear in the opinion and may be drawn from a different case, making the attribution imprecise.","0.0664098","0.0371478"
"freshdc-10847189-24","freshdc","“There is little question that disclosing the identity of targets of law-enforcement investigations can subject those identified to embarrassment and potentially more serious reputational harm.”","Behalf  Judiciary Comm. v. DOJ","Behalf  Judiciary Comm. v. DOJ, 823 F.2d 574 (1987)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.053801550000000004"
"freshdc-10847369-25","freshdc","dismissing plaintiff’s hostile work environment claim because he “offer[ed] nothing to support a claim that any of [supervisor]’s conduct was linked to his age”","McKeithan v. Boarman","McKeithan v. Boarman, 803 F. Supp. 2d 63 (2011)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.0367653"
"freshdc-10846089-26","freshdc","explaining that an entity within D.C. government may be sued only if it is statutorily a separate legal entity","Roberson v. D.C. Bd. of Higher Educ.","Roberson v. D.C. Bd. of Higher Educ., 359 A.2d 28 (1976)","Bradshaw v. District of Columbia, 43 F.3d 712 (D.C. Cir. 1995)","Bradshaw v. District of Columbia","43 F.3d 712","1995","N","POSSIBLE_MATCH","N","Autek Systems Corp. v. United States","685586","N","","","0.0","0.03717404999999999"
"freshdc-10846361-27","freshdc","explaining that the Supreme Court’s “approach to Fifth Amendment equal protection claims has always been precisely the same as to equal protection claims under the Fourteenth Amendment”","Weinberger v. Wiesenfeld","Weinberger v. Wiesenfeld, 420 U.S. 636 (1975)","Adarand Constructors, Inc. v. PeÃ±a, 515 U.S. 200 (U.S. 1995)","Adarand Constructors, Inc. v. PeÃ±a","515 U.S. 200","1995","Y","VERIFIED","N","Adarand Constructors, Inc. v. Pena","117947","N","Red","The excerpt explicitly states the opposite â€” that '[o]ur cases have accorded varying degrees of significance to the difference in the language of those two Clauses' and traces a history where the Fifth Amendment was not treated as carrying an equal protection guarantee identical to the Fourteenth Amendment; Adarand moves toward aligning the standards prospectively rather than affirming they were always the same.","0.062251049999999995","0.052864049999999996"
"freshdc-10846361-28","freshdc","explaining that the Supreme Court’s “approach to Fifth Amendment equal protection claims has always been precisely the same as to equal protection claims under the Fourteenth Amendment”","Weinberger v. Wiesenfeld","Weinberger v. Wiesenfeld, 420 U.S. 636 (1975)","Adarand Constructors, Inc. v. PeÃ±a, 515 U.S. 200 (U.S. 1995)","Adarand Constructors, Inc. v. PeÃ±a","515 U.S. 200","1995","Y","VERIFIED","N","Adarand Constructors, Inc. v. Pena","117947","N","Red","Adarand explicitly recounts that through the 1940s the Court held the Fifth Amendment 'contains no equal protection clause,' documenting a historical divergence rather than uniform equivalence; the case revisits and changes the standard going forward, contradicting any claim that the approaches 'have always been precisely the same.'","0.06307605","0.05419905"
"freshdc-10847289-29","freshdc","“[S]peculative and unsubstantiated claims of harm to [plaintiff’s] reputational . . . interests are insufficient to justify proceeding anonymously[.]”","Consumer Fin. Prot. Bureau","Consumer Fin. Prot. Bureau, 195 F. Supp. 3d 9 (2016)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.060082800000000006"
"freshdc-10846302-30","freshdc","“As a court of limited jurisdiction, we begin, and end, with an examination of our jurisdiction.”","Kokkonen v. Guardian Life Ins. Co. of Am.","Kokkonen v. Guardian Life Ins. Co. of Am., 511 U.S. 375 (2004)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.0477528"
"freshdc-10846361-31","freshdc","explaining that the Supreme Court’s “approach to Fifth Amendment equal protection claims has always been precisely the same as to equal protection claims under the Fourteenth Amendment”","Weinberger v. Wiesenfeld","Weinberger v. Wiesenfeld, 420 U.S. 636 (1975)","Weinberger v. Wiesenfeld, 420 U.S. 636 (U.S. 1975)","Weinberger v. Wiesenfeld","420 U.S. 636","1975","Y","VERIFIED","Y","Weinberger v. Wiesenfeld","109218","Y","Yellow","Wiesenfeld applies Fifth Amendment equal protection analysis using Fourteenth Amendment precedents (e.g., Reed v. Reed), implicitly treating the standards as equivalent, but the opinion never explicitly states that the Court's approach to Fifth Amendment equal protection 'has always been precisely the same' as Fourteenth Amendment equal protection â€” that specific doctrinal formulation is not found in this excerpt.","0.06546855","0.03718905"
"freshdc-10846302-32","freshdc","“As a court of limited jurisdiction, we begin, and end, with an examination of our jurisdiction.”","Kokkonen v. Guardian Life Ins. Co. of Am.","Kokkonen v. Guardian Life Ins. Co. of Am., 511 U.S. 375 (2004)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.05304779999999999"
"freshdc-10847840-33","freshdc","“When [plaintiff] filed his Complaint, his purpose was for his allegations to be the basis of a potential trial,” and “there is a strong presumption for public access weighing in favor of unsealing the Complaint.”","Durham v. Prospect Waterproofing, Inc.","Durham v. Prospect Waterproofing, Inc., 818 F. Supp. 2d 64 (2011)","Lugosch v. Pyramid Co. of Onondaga, 435 F.3d 110 (2d Cir. 2006)","Lugosch v. Pyramid Co. of Onondaga","435 F.3d 110","2006","Y","VERIFIED","Y","Lugosch v. Pyramid Co. of Onondaga","793012","N","Yellow","Lugosch establishes a general presumption of public access to judicial documents under the common law and First Amendment, which partially supports the unsealing argument, but the case concerns summary judgment materials rather than complaints, and the excerpt contains no language about a plaintiff's intent or purpose in filing a complaint.","0.06570480000000001","0.0514803"
"freshdc-10846089-34","freshdc","denying motion to dismiss hostile work environment claim where plaintiff alleged, among other things, that he was subjected to “threats of discipline based on false accusations”","Wise v. Ferriero","Wise v. Ferriero, 842 F. Supp. 2d 120 (2012)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.0439203"
"freshdc-10846361-35","freshdc","“[A] pro se complaint, however inartfully pleaded, must be held to less stringent standards than formal pleadings drafted by lawyers.” (quoting Estelle v. Gamble, 429 U.S. 97, 106 (1976))","Erickson v. Pardus","Erickson v. Pardus, 551 U.S. 89 (2007)","Haines v. Kerner, 404 U.S. 519 (U.S. 1972)","Haines v. Kerner","404 U.S. 519","1972","Y","VERIFIED","Y","Haines v. Kerner","108432","N","Green","Haines v. Kerner is the originating source of the 'less stringent standards' language for pro se complaints that Estelle v. Gamble later quoted verbatim, and the identical passage appears in the excerpt.","0.04155105","0.03724905"
"freshdc-10847840-36","freshdc","“When [plaintiff] filed his Complaint, his purpose was for his allegations to be the basis of a potential trial,” and “there is a strong presumption for public access weighing in favor of unsealing the Complaint.”","Durham v. Prospect Waterproofing, Inc.","Durham v. Prospect Waterproofing, Inc., 818 F. Supp. 2d 64 (2011)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.0471753"
"freshdc-10846361-37","freshdc","explaining that the FTCA “retains sovereign immunity for . . . ‘[a]ny claim arising in a foreign country’” (quoting 28 U.S.C. § 2680(k))","Sosa v. Alvarez-Machain","Sosa v. Alvarez-Machain, 542 U.S. 692 (2013)","Smith v. United States, 507 U.S. 197 (U.S. 1993)","Smith v. United States","507 U.S. 197","1993","Y","VERIFIED","Y","Smith v. United States","112827","N","Green","The excerpt directly quotes and applies 28 U.S.C. Â§ 2680(k)'s foreign-country exception, confirming the FTCA retains sovereign immunity for '[a]ny claim arising in a foreign country,' which is precisely what the proposition states.","0.052332300000000005","0.042727799999999996"
"freshdc-10846089-38","freshdc","ruling that plaintiffs need not “demonstrate that all of the relevant aspects of [their] employment situation were nearly identical to those of the comparators” at dismissal stage (cleaned up)","Joyner v. Morrison & Foerster LLP","Joyner v. Morrison & Foerster LLP, 140 F.4th 523 (2025)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.05107155"
