page,proposition,cited_case,retrieved_case,supporting_language,assessment,cl_url,cl_status,diagnostics,opinion_file,quoted_text,quote_check,quote_check_worst
31,"A jury charge on a defendant's sole defense, such as citizen's arrest, is only required if there is some evidence to support the charge; there must be a legitimate basis for the defense","Virgil v. State, 227 Ga. App. 96",Virgil v. State,"Virgil v. State is a DUI case. Does not discuss citizen arrest, sole defense charges, or slight evidence standard.",Red,https://www.courtlistener.com/opinion/5793070/virgil-v-state/,VERIFIED,,opinions/Virgil_v_State.html,"[""but there must be a legitimate basis for the defense""]","[{""quote"": ""but there must be a legitimate basis for the defense"", ""result"": ""FABRICATED"", ""similarity"": 0.48}]",FABRICATED
31,"A citizen who uses excessive force loses the protection of the citizen's arrest statute; the arrest is no longer considered lawful, and the individual cannot rely on the statute as a defense against criminal or civil claims","Prayor v. State, 217 Ga. App. 56 (1995)",Prayor v. State,Prayor establishes reasonable force requirement but does not explicitly state excessive force causes loss of statutory protection.,Yellow,https://www.courtlistener.com/opinion/1253106/prayor-v-state/,VERIFIED,,opinions/Prayor_v_State.html,[],[],NO_QUOTES
31,"A citizen who uses excessive force loses the protection of the citizen's arrest statute; the arrest is no longer considered lawful, and the individual cannot rely on the statute as a defense against criminal or civil claims","Patel v. State, 279 Ga. 750",Patel v. State,Patel v. State quotes Carter: unreasonable force could not have been part of a legitimate citizen arrest.,Green,https://www.courtlistener.com/opinion/1245424/patel-v-state/,VERIFIED,,opinions/Patel_v_State.html,[],[],NO_QUOTES
31,"Deadly force in effecting an arrest is limited to self-defense or preventing a forcible felony, and any use of force beyond what is reasonable invalidates the arrest","Prayor v. State, 217 Ga. App. 56 (1995)",Prayor v. State,Prayor (via Hayes) states both reasonable force requirement and deadly force limitation. Proposition accurately combines these.,Green,https://www.courtlistener.com/opinion/1253106/prayor-v-state/,VERIFIED,,opinions/Prayor_v_State.html,[],[],NO_QUOTES
32,"A lawful citizen's arrest requires that a felony be committed in the citizen's immediate presence or within their direct knowledge, that only reasonable force be used, and that statutory procedures for handling the arrestee be followed; deadly force is strictly limited to lawful self-defense or prevention of a forcible felony","Johnson v. Jackson, 140 Ga. App. 252 (1976)",Johnson v. Jackson,Johnson v. Jackson quotes Code 27-211: citizen may arrest if offense committed in presence or within immediate knowledge.,Green,https://www.courtlistener.com/opinion/1217054/johnson-v-jackson/,VERIFIED,,opinions/Johnson_v_Jackson.html,[],[],NO_QUOTES
32,"A lawful citizen's arrest requires that a felony be committed in the citizen's immediate presence or within their direct knowledge, that only reasonable force be used, and that statutory procedures for handling the arrestee be followed","Merneigh v. State, 242 Ga. App. 735 (2000)",Merneigh v. State,Merneigh directly discusses OCGA 17-4-60 and citizen arrest requirements.,Green,https://www.courtlistener.com/opinion/1420144/merneigh-v-state/,VERIFIED,,opinions/Merneigh_v_State.html,[],[],NO_QUOTES
32,A lawful citizen's arrest requires that only reasonable force be used; deadly force is strictly limited to lawful self-defense or prevention of a forcible felony,"Prayor v. State, 217 Ga. App. 56 (1995)",Prayor v. State,Prayor (via Hayes) states both reasonable force requirement and deadly force limitation to self-defense/preventing forcible felony.,Green,https://www.courtlistener.com/opinion/1253106/prayor-v-state/,VERIFIED,,opinions/Prayor_v_State.html,[],[],NO_QUOTES
33,"When a defendant is the initial aggressor and the evidence does not support the statutory elements of a lawful citizen's arrest, the trial court is not required to instruct the jury on citizen's arrest","Wainwright v. State, 305 Ga. 63 (2019)",Wainwright v. State,Wainwright: aggressor defendant not entitled to justification charges. Supports denying citizen arrest instructions when defendant is aggressor.,Green,https://www.courtlistener.com/opinion/7479307/wainwright-v-state/,VERIFIED,,opinions/Wainwright_v_State.html,[],[],NO_QUOTES
33,"When a defendant is the initial aggressor and the evidence does not support the statutory elements of a lawful citizen's arrest, the trial court is not required to instruct the jury on citizen's arrest","Patel v. State, 279 Ga. 750",Patel v. State,"Patel v. State addresses citizen arrest and unreasonable force but denial was based on lack of evidence of arrest attempt, not aggressor status.",Yellow,https://www.courtlistener.com/opinion/1245424/patel-v-state/,VERIFIED,,opinions/Patel_v_State.html,[],[],NO_QUOTES
33,"When a defendant is the initial aggressor and the evidence does not support the statutory elements of a lawful citizen's arrest, the trial court is not required to instruct the jury on citizen's arrest","Virgil v. State, 227 Ga. App. 96",Virgil v. State,"Virgil v. State is a DUI case. Does not discuss citizen arrest, initial aggressor doctrine, or related jury instructions.",Red,https://www.courtlistener.com/opinion/5793070/virgil-v-state/,VERIFIED,,opinions/Virgil_v_State.html,[],[],NO_QUOTES
33,These statutes known as general grounds afford the Court broad discretion to sit as a thirteenth juror and weigh the evidence on a motion for new trial alleging these general grounds,"Montgomery v. State, 315 Ga. 467, 473 (2023)",Montgomery v. State,Montgomery quotes Hinton v. State: general grounds require trial judge to exercise broad discretion to sit as thirteenth juror. VERBATIM.,Green,https://www.courtlistener.com/opinion/10680180/montgomery-v-state/,VERIFIED,,opinions/Montgomery_v_State.html,"[""thirteenth juror""]","[{""quote"": ""thirteenth juror"", ""result"": ""VERBATIM"", ""similarity"": 1.0}]",VERBATIM
33,These statutes known as general grounds afford the Court broad discretion to sit as a thirteenth juror and weigh the evidence on a motion for new trial alleging these general grounds,"Walker v. State, 292 Ga. 262, 264 (2013)",Walker v. State,Walker v. State: These statutes afford the trial court broad discretion to sit as a thirteenth juror. VERBATIM.,Green,https://www.courtlistener.com/opinion/5748911/walker-v-state/,VERIFIED,,opinions/Walker_v_State.html,"[""thirteenth juror""]","[{""quote"": ""thirteenth juror"", ""result"": ""VERBATIM"", ""similarity"": 1.0}]",VERBATIM
33,This discretion is not boundless; it should be exercised with caution and invoked only when the evidence preponderates heavily against the verdict,"State v. Denson, 306 Ga. 795, 798 (2019)",State v. Denson,Denson: discretion not boundless; should be exercised with caution and invoked only in exceptional cases where evidence preponderates heavily against verdict.,Green,https://www.courtlistener.com/opinion/10367022/state-v-denson/,VERIFIED,,opinions/State_v_Denson.html,"[""discretion"", ""should be exercised with caution and invoked only"", ""the evidence preponderates heavily against the verdict.""]","[{""quote"": ""discretion"", ""result"": ""VERBATIM"", ""similarity"": 1.0}, {""quote"": ""should be exercised with caution and invoked only"", ""result"": ""VERBATIM"", ""similarity"": 1.0}, {""quote"": ""the evidence preponderates heavily against the verdict."", ""result"": ""CLOSE"", ""similarity"": 0.79}]",CLOSE
33,This discretion is not boundless; it should be exercised with caution and invoked only when the evidence preponderates heavily against the verdict,"State v. Hamilton, 306 Ga. 678, 684 (2019)",State v. Hamilton,"Hamilton: discretion should be exercised with caution, invoked only in exceptional cases where evidence preponderates heavily against verdict.",Green,https://www.courtlistener.com/opinion/10367039/state-v-hamilton/,VERIFIED,,opinions/State_v_Hamilton.html,[],[],NO_QUOTES
33,The grant or denial of a motion for new trial is a matter within the sound discretion of the trial court and will not be disturbed if there is any evidence to authorize it,"Hargrave v. State, 311 Ga. App. 852, 855 (2011)",Hargrave v. State,Hargrave: grant or denial of motion for new trial is within sound discretion of trial court. VERBATIM.,Green,https://www.courtlistener.com/opinion/2501796/hargrave-v-state/,VERIFIED,,opinions/Hargrave_v_State.html,"[""The grant or denial of a motion for new trial is a matter within the sound discretion of the trial court and will not be disturbed if there is any evidence to authorize it.""]","[{""quote"": ""The grant or denial of a motion for new trial is a matter within the sound discretion of the trial court and will not be disturbed if there is any evidence to authorize it."", ""result"": ""VERBATIM"", ""similarity"": 1.0}]",VERBATIM
33,The grant or denial of a motion for new trial is a matter within the sound discretion of the trial court and will not be disturbed if there is any evidence to authorize it,"Taylor v. State, 259 Ga. App. 457, 460 (2003)",Taylor v. State,Taylor: grant or denial of motion for new trial is within sound discretion of trial court.,Green,https://www.courtlistener.com/opinion/1155076/taylor-v-state/,VERIFIED,,opinions/Taylor_v_State.html,[],[],NO_QUOTES
34,The standard for reviewing the sufficiency of evidence is whether the evidence was sufficient for a rational trier of fact to find beyond a reasonable doubt that the defendant was guilty of the charged offenses,"Jackson v. Virginia, 443 U.S. 307 (1979)",Jackson v. Virginia,Jackson v. Virginia establishes the sufficiency-of-evidence standard.,Green,https://www.courtlistener.com/opinion/110138/jackson-v-virginia/,VERIFIED,,opinions/Jackson_v_Virginia.html,[],[],NO_QUOTES
34,"In determining evidentiary sufficiency, the evidence is viewed in the light most favorable to the verdict, and the court will not weigh the evidence or determine witness credibility","Caldwell v. State, 263 Ga. 560 (1993)",Caldwell v. State,Caldwell: court does not weigh evidence on appeal or resolve conflicts. Examines evidence in light most favorable to verdict.,Green,https://www.courtlistener.com/opinion/1229904/caldwell-v-state/,VERIFIED,,opinions/Caldwell_v_State.html,[],[],NO_QUOTES
34,It is for the jury to determine the credibility of the witnesses and to resolve any conflicts or inconsistencies in the evidence,"Vega v. State, 285 Ga. 32 (2009)",Vega v. State,Vega: It was for the jury to determine the credibility of the witnesses and to resolve any conflicts or inconsistencies in the evidence. VERBATIM.,Green,https://www.courtlistener.com/opinion/1291675/vega-v-state/,VERIFIED,,opinions/Vega_v_State.html,"[""for the jury to determine the credibility of the witnesses and to resolve any conflicts or inconsistencies in the evidence""]","[{""quote"": ""for the jury to determine the credibility of the witnesses and to resolve any conflicts or inconsistencies in the evidence"", ""result"": ""VERBATIM"", ""similarity"": 1.0}]",VERBATIM
34,"If there is some competent evidence, even though contradicted, to support each fact necessary to make out the State's case, the jury's verdict will be upheld","Santiago v. State, 314 Ga. App. 623, 623 (2012)",Santiago v. State,"Santiago: As long as there is some competent evidence, even though contradicted, to support each fact, the jury verdict will be upheld.",Green,https://www.courtlistener.com/opinion/2507789/santiago-v-state/,VERIFIED,,opinions/Santiago_v_State.html,[],[],NO_QUOTES
34,The testimony of a single witness is generally sufficient to establish a fact,"Goldsby v. State, 273 Ga. App. 523 (2005)",Goldsby v. State,Goldsby v. State discusses accomplice corroboration requirements -- the opposite principle. Does NOT contain testimony of a single witness is generally sufficient. FABRICATED quote.,Red,https://www.courtlistener.com/opinion/1279473/goldsby-v-state/,VERIFIED,,opinions/Goldsby_v_State.html,"[""[t]he testimony of a single witness is generally sufficient to establish a fact.""]","[{""quote"": ""[t]he testimony of a single witness is generally sufficient to establish a fact."", ""result"": ""FABRICATED"", ""similarity"": 0.44}]",FABRICATED
35,"The sufficiency of the evidence, including any conflicts in the evidence, the credibility of the witnesses, and the weight of the evidence, supports the verdict and the verdict does not offend the principles of justice and/or equity","Choisnet v. State, 292 Ga. 860, 861 (2013)",Choisnet v. State,"Choisnet v. State discusses general grounds standard, not sufficiency. Case holds trial court erred by applying Jackson v. Virginia instead of thirteenth juror standard.",Yellow,https://www.courtlistener.com/opinion/5749040/choisnet-v-state/,VERIFIED,,opinions/Choisnet_v_State.html,[],[],NO_QUOTES
35,The evidence admitted at trial was sufficient for a rational trier of fact to find the Defendant guilty of all charges beyond a reasonable doubt,"Jackson v. Virginia, 443 U.S. 307 (1979)",Jackson v. Virginia,Jackson v. Virginia: standard for reviewing sufficiency. Reviewing courts assess whether evidence was sufficient.,Green,https://www.courtlistener.com/opinion/110138/jackson-v-virginia/,VERIFIED,,opinions/Jackson_v_Virginia.html,[],[],NO_QUOTES
35,"Reviewing courts do not reweigh evidence or resolve conflicts in testimony; instead, evidence is reviewed in the light most favorable to the verdict, with deference to the jury's assessment of the weight and credibility of the evidence","Smiley v. State, 300 Ga. 582, 583 (2017)",Smiley v. State,Smiley v. State quotes Mickens: This Court does not reweigh evidence or resolve conflicts in testimony.,Green,https://www.courtlistener.com/opinion/5749590/smiley-v-state/,VERIFIED,,opinions/Smiley_v_State.html,[],[],NO_QUOTES
35,"Reviewing courts do not reweigh evidence or resolve conflicts in testimony; instead, evidence is reviewed in the light most favorable to the verdict, with deference to the jury's assessment of the weight and credibility of the evidence","Mickens v. State, 277 Ga. 627, 627-628 (2004)",Mickens v. State,Mickens v. State: This Court does not reweigh evidence or resolve conflicts in testimony; evidence reviewed in light most favorable to verdict.,Green,https://www.courtlistener.com/opinion/1351880/mickens-v-state/,VERIFIED,,opinions/Mickens_v_State.html,[],[],NO_QUOTES
