pdf,citation_text,context,classification,case_name,plaintiff,defendant,volume,reporter,page,court,year,month,day,docket_number,is_westlaw,wl_number,review_reason,v_status,v_confidence,v_url,v_matched_name,v_git_hash,qc_status,qc_notes,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Abagninin v. AMVAC Chem. Corp., 545 F.3d 733 (9th Cir. 2008)","...laint lacks merit entirely,"" Lopez v. Smith, 203 F.3d 1122 ,1129 (9th Cir. 2000), or if there has been a ""repeated failure to cure deficiencies by previous amendment,"" Abagninin v. AMVAC Chem. Corp., 545 F.3d 733, 742 (9th Cir. 2008). 3 Analysis Defendants argue that Thornton fails to state a cla",uncertain,Abagninin v. AMVAC Chem. Corp.,Abagninin,AMVAC Chem. Corp.,545,F.3d,733,ca9,2008,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/1196127/abagninin-v-amvac-chemical-corp/,Abagninin v. Amvac Chemical Corp.,e697e44,approved,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Imbler v. Pachtman, 424 U.S. 409 (U.S. 2003)","...ssed with prejudice. I. Prosecutorial Immunity ""[A] prosecutor enjoys absolute immunity from [§] 1983 suits for damages when he acts within the scope of his prosecutorial duties."" Imbler v. Pachtman, 424 U.S. 409, 420 (1976); see also id. at 430-31. This is so even if the prosecutor has violated ",uncertain,Imbler v. Pachtman,Imbler,Pachtman,424,U.S.,409,usjc,2003,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/109387/imbler-v-pachtman/,Imbler v. Pachtman,e697e44,approved,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Genzler v. Longanbach, 410 F.3d 630 (9th Cir. 2005)","...430-31. This is so even if the prosecutor has violated a plaintiffs constitutional rights or acts with malicious intent. Broam v. Bogan, 320 F.3d 1023, 1028-29 (9th Cir. 2003); Genzler v. Longanbach, 410 F.3d 630, 637 (9th Cir. 2005). Courts use a ""functional approach"" to ""decide 2 Defendants' in",uncertain,Genzler v. Longanbach,Genzler,Longanbach,410,F.3d,630,ca9,2005,,,,FALSE,,,,,,,,,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Kamp v. Goldstein, 555 U.S. 335 (U.S. 2009)","...d, (Docs. 36, 37), his putative filing was considered in resolving the present motion. 4 whether absolute immunity attaches to a particular kind of prosecutorial activity."" Van de Kamp v. Goldstein, 555 U.S. 335, 342 (2009); see Burns v. Reed, 500 U.S. 478, 486 (1991). The focus is therefore on """,uncertain,Kamp v. Goldstein,Kamp,Goldstein,555,U.S.,335,usjc,2009,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/145911/van-de-kamp-v-goldstein/,Van de Kamp v. Goldstein,e697e44,approved,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Kalina v. Fletcher, 522 U.S. 118 (U.S. 1997)","...absolute immunity, when they perform administrative functions, or 'investigative functions normally performed by a detective or police officer.'"" Genzler, 410 F.3d at 636 (quoting Kalina v. Fletcher, 522 U.S. 118, 126 (1997)). ""[T]he official seeking absolute immunity bears the burden of showing ",uncertain,Kalina v. Fletcher,Kalina,Fletcher,522,U.S.,118,usjc,1997,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/118156/kalina-v-fletcher/,Kalina v. Fletcher,e697e44,approved,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Terwillinger v. Reyna, 4 F.4th 270 (5th Cir. 2021)","...cause from the investigative materials"" at issue and ""personally investigating"" the case or attesting to or ""exercising judgment going to the truth or falsity of the evidence."" Terwillinger v. Reyna, 4 F.4th 270, 280 (5th Cir. 2021) (internal quotation marks omitted). Immunity attaches only in th",uncertain,Terwillinger v. Reyna,Terwillinger,Reyna,4,F.4th,270,ca5,2021,,,,FALSE,,,,,,,,,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Griffin v. Breckenridge, 403 U.S. 88 (U.S. 2017)","...ldal v. Cook Cnty., III., 506 U.S. 56, 61 (1992). Finally, Thornton has alleged no racial or otherwise class-based invidious discriminatory animus behind Defendants' conduct. Griffin v. Breckenridge, 403 U.S. 88, 102 (1971). 13 A. Fabrication Claim ""The Fourteenth Amendment prohibits the delibera",uncertain,Griffin v. Breckenridge,Griffin,Breckenridge,403,U.S.,88,usjc,2017,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/108362/griffin-v-breckenridge/,Griffin v. Breckenridge,3fbf7a8,approved,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Dougherty v. City of Covina, 654 F.3d 892 (9th Cir. 2011)","... be held liable under 42 U.S.C. § 1983, unless a policy, practice, or custom of the entity can be shown to be a moving force behind a violation of constitutional rights."" Dougherty v. City of Covina, 654 F.3d 892, 900 (9th Cir. 2011) (citing Monell v. Dep 't of Soc. Servs. of the City of New York",uncertain,Dougherty v. City of Covina,Dougherty,City of Covina,654,F.3d,892,ca9,2011,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/223270/dougherty-v-city-of-covina/,Dougherty v. City of Covina,e697e44,approved,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Monell v. Dep 't of Soc. Servs. of the City of New York, 436 U.S. 659 (U.S. 1978)","...hown to be a moving force behind a violation of constitutional rights."" Dougherty v. City of Covina, 654 F.3d 892, 900 (9th Cir. 2011) (citing Monell v. Dep 't of Soc. Servs. of the City of New York, 436 U.S. 659, 694 (1978)). The Ninth Circuit recognizes four situations when local government con",uncertain,Monell v. Dep 't of Soc. Services. of the City of New York,Monell,Dep 't of Soc. Services. of the City of New York,436,U.S.,659,usjc,1978,,,,FALSE,,,,,,,,,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Horton v. City of Santa Maria, 915 F.3d 592 (9th Cir. 2019)","...1) an official policy; (2) a pervasive custom or practice; (3) a failure to train, supervise, or discipline; or (4) a decision or act by a final policymaker."" Horton by Horton v. City of Santa Maria, 915 F.3d 592, 602-03 (9th Cir. 2019). A local government ""may not, however, be sued under a respo",uncertain,Horton v. City of Santa Maria,Horton,City of Santa Maria,915,F.3d,592,ca9,2019,,,,FALSE,,,,,,,,,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Polk Cnty. v. Dodson, 454 U.S. 312 (U.S. 1981)","...2019). A local government ""may not, however, be sued under a respondeat superior theory."" Id. And the ""official policy must be the moving force of the constitutional violation."" Polk Cnty. v. Dodson, 454 U.S. 312, 326 (1981) (internal quotation marks omitted). Here, Thornton alleges that ""Flathea",uncertain,Polk County. v. Dodson,Polk County.,Dodson,454,U.S.,312,usjc,1981,,,,FALSE,,,,,,,,,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Hernandez v. Cnty. of Tulare, 666 F.3d 631 (9th Cir. 2012)","...e elements of a cause of action, but must contain sufficient allegations of underlying facts"" to provide the opposing party with fair notice to defend itself. AE ex rel. Hernandez v. Cnty. of Tulare, 666 F.3d 631, 637 (9th Cir. 2012) (internal quotation marks omitted). Thornton's conclusory alleg",uncertain,Hernandez v. County. of Tulare,Hernandez,County. of Tulare,666,F.3d,631,ca9,2012,,,,FALSE,,,,,,,,,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Weiner v. San Diego 17 Cnty., 210 F.3d 1025 (9th Cir. 2000)","...e caused the particular constitutional or statutory violation at issue and (2) was the policymaker for the local governing body for the purposes of the particular act."" Weiner v. San Diego 17 Cnty., 210 F.3d 1025, 1028 (9th Cir. 2000) (internal quotation marks omitted). ""[WJhether a particular of",uncertain,Weiner v. San Diego 17 County.,Weiner,San Diego 17 County.,210,F.3d,1025,ca9,2000,,,,FALSE,,,,,,,,,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"In re Jettv. Dallas Independ. Sch. Dist., 491 U.S. 701 (U.S. 1989)","...F.3d 1025, 1028 (9th Cir. 2000) (internal quotation marks omitted). ""[WJhether a particular official has final policy-making authority is a question of state law."" Jettv. Dallas Independ. Sch. Dist., 491 U.S. 701, 737 (1989) (internal quotation marks and emphasis omitted). Although the Montana At",uncertain,In re Jettv. Dallas Independ. School. District.,,,491,U.S.,701,usjc,1989,,,,FALSE,,,,,,,,,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Taylor v. Cnty. of Pima, 913 F.3d 930 (9th Cir. 2019)","...e because ""if the relevant officials were working on behalf of the State, then any practice or custom was a State practice or custom, not a municipal 18 practice or custom."" Taylor v. Cnty. of Pima, 913 F.3d 930, 937 (9th Cir. 2019) (Graber, J., concurring) (citing McMillian v. Monroe Cnty., 520 ",uncertain,Taylor v. County. of Pima,Taylor,County. of Pima,913,F.3d,930,ca9,2019,,,,FALSE,,,,,,,,,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"McMillian v. Monroe Cnty., 520 U.S. 781 (U.S. 2013)","... custom was a State practice or custom, not a municipal 18 practice or custom."" Taylor v. Cnty. of Pima, 913 F.3d 930, 937 (9th Cir. 2019) (Graber, J., concurring) (citing McMillian v. Monroe Cnty., 520 U.S. 781 (1997)). The determination of whether an official is a state or local policymaker ""is",uncertain,McMillian v. Monroe County.,McMillian,Monroe County.,520,U.S.,781,usjc,2013,,,,FALSE,,,,,,,,,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Goldstein v. City of Long Beach, 715 F.3d 750 (9th Cir. 2013)","... or local policymaker ""is made on a function-by-function approach by analyzing under state law the organizational structure and control over the [relevant official]."" Goldstein v. City of Long Beach, 715 F.3d 750, 753 (9th Cir. 2013). An officer may act for the state in one capacity and for the c",uncertain,Goldstein v. City of Long Beach,Goldstein,City of Long Beach,715,F.3d,750,ca9,2013,,,,FALSE,,,,,,,,,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Trevino v. Gates, 99 F.3d 911 (9th Cir. 1996)",".... ""Absent a formal governmental policy, [a plaintiff] must show a longstanding practice or custom which constitutes the standard operating procedure of the local government entity."" Trevino v. Gates, 99 F.3d 911, 918 (9th Cir. 1996) (internal quotation marks omitted). ""The custom must be so 'pers",uncertain,Trevino v. Gates,Trevino,Gates,99,F.3d,911,ca9,1996,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/7040066/trevino-v-gates/,Trevino v. Gates,e697e44,approved,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Benavidez v. Cnty. of San Diego, 993 F.3d 1134 (9th Cir. 2021)","...uoting Monell, 436 U.S. at 691). ""[GJenerally, a single instance of unlawful conduct is insufficient to state a claim for municipal liability under section [§] 1983."" Benavidez v. Cnty. of San Diego, 993 F.3d 1134, 1154 (9th Cir. 2021). ""Single acts may trigger municipal liability where fault and",uncertain,Benavidez v. County. of San Diego,Benavidez,County. of San Diego,993,F.3d,1134,ca9,2021,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/4872698/john-benavidez-v-county-of-san-diego/,John Benavidez v. County of San Diego,a2243e0,approved,,
Thornton_v._Flathead_County_USA_23_January_2026.pdf,"Rosenthal v. Cnty. of Madison, 170 P.3d 493 (mont 2007)","...when a prosecutor acts within the scope of these duties, that prosecutor is absolutely immune from civil liability, regardless of negligence or lack of probable cause,"" Rosenthal v. Cnty. of Madison, 170 P.3d 493, 499 (Mont. 2007). That is the case even if the Individual Defendants had ""improper ",uncertain,Rosenthal v. County. of Madison,Rosenthal,County. of Madison,170,P.3d,493,mont,2007,,,,FALSE,,,LIKELY_REAL,0.95,https://www.courtlistener.com/opinion/887862/rosenthal-v-county-of-madison/,Rosenthal v. County of Madison,e697e44,approved,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Willy v. Coastal Corp., 855 F.2d 1160 (5th Cir. 1988)","...re the advent of computerized tools, lawyers 26 were admonished for their willful or reckless citations to nonexistent case law or fictitious statutes 27 in briefs. See, e.g., Willy v. Coastal Corp., 855 F.2d 1160, 1172 (5th Cir. 1988) (affirming Rule 11 28 sanctions for, among other things, ""cit",likely_fake,Willy v. Coastal Corp.,Willy,Coastal Corp.,855,F.2d,1160,ca5,1988,,,,FALSE,,,,,,,,,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"South Pointe Wholesale, Inc. v. Vilardi, No. 16-CV-6758, 2017 WL 11570668 (E.D.N.Y. May 2, 2017)","...der to Show 21 Cause is that Plaintiff Hill's counsel submitted briefing in the letter brief that: (1) cited at least one 22 nonexistent case, South Pointe Wholesale, Inc. v. Vilardi, No. 16-CV-6758, 2017 WL 11570668, at 23 *2 (E.D.N.Y. May 2, 2017); and (2) misrepresented the holdings of another",likely_fake,"South Pointe Wholesale, Inc. v. Vilardi","South Pointe Wholesale, Inc.",Vilardi,2017,WL,11570668,nyed,2017,5,2,16-CV-6758,TRUE,11570668,,NOT_FOUND,0,,,fbdbb4a,approved,confirmed hallucination,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Mir v. L–3 24 Commc'ns Integrated Sys., L.P., 319 F.R.D. 220 (N.D. Tex. 2016)","...Wholesale, Inc. v. Vilardi, No. 16-CV-6758, 2017 WL 11570668, at 23 *2 (E.D.N.Y. May 2, 2017); and (2) misrepresented the holdings of another cited case, Mir v. L–3 24 Commc'ns Integrated Sys., L.P., 319 F.R.D. 220, 227 (N.D. Tex. 2016). Id. at 9–12. The Court's 25 core concerns centered around t",likely_fake,"Mir v. L–3 24 Commc'ns Integrated Sys., L.P.",Mir,"L–3 24 Commc'ns Integrated Sys., L.P.",319,F.R.D.,220,txnd,2016,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/8792568/mir-v-l-3-communications-integrated-systems-lp/,"Mir v. L-3 Communications Integrated Systems, L.P.",e64568a,approved,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Pointe Wholesale, Inc. v. Vilardi, No. 16-CV- 3 6758, 2017 WL 11570668 (E.D.N.Y. May 2, 2017)","...der to Show 21 Cause is that Plaintiff Hill's counsel submitted briefing in the letter brief that: (1) cited at least one 22 nonexistent case, South Pointe Wholesale, Inc. v. Vilardi, No. 16-CV-6758, 2017 WL 11570668, at 23 *2 (E.D.N.Y. May 2, 2017); and (2) misrepresented the holdings of another",likely_fake,"Pointe Wholesale, Inc. v. Vilardi","Pointe Wholesale, Inc.",Vilardi,2017,WL,11570668,nyed,2017,5,2,16-CV-,TRUE,11570668,,NOT_FOUND,0,,,a0a9afc,approved,confirmed hallucination,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Pointe Wholesale, Inc. v. 5 Vilardi, No. 16-CV-6758, 2017 WL 11570668 (E.D.N.Y. May 2, 2017)","...der to Show 21 Cause is that Plaintiff Hill's counsel submitted briefing in the letter brief that: (1) cited at least one 22 nonexistent case, South Pointe Wholesale, Inc. v. Vilardi, No. 16-CV-6758, 2017 WL 11570668, at 23 *2 (E.D.N.Y. May 2, 2017); and (2) misrepresented the holdings of another",likely_fake,"Pointe Wholesale, Inc. v. 5 Vilardi","Pointe Wholesale, Inc.",5 Vilardi,2017,WL,11570668,nyed,2017,5,2,16-CV-6758,TRUE,11570668,,POSSIBLE_MATCH,0.4665,https://www.courtlistener.com/docket/13440058/5/thompson-v-martuscello/,Thompson v. Martuscello,cc46446,investigate,"wrong date, name mismatch, likely due to parsing error.",
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Mir v. L-3 Commc'ns Integrated Sys., L.P., 319 F.R.D. 220 (N.D. Tex. 2016)","...Wholesale, Inc. v. Vilardi, No. 16-CV-6758, 2017 WL 11570668, at 23 *2 (E.D.N.Y. May 2, 2017); and (2) misrepresented the holdings of another cited case, Mir v. L–3 24 Commc'ns Integrated Sys., L.P., 319 F.R.D. 220, 227 (N.D. Tex. 2016). Id. at 9–12. The Court's 25 core concerns centered around t",likely_fake,"Mir v. L-3 Commc'ns Integrated Sys., L.P.",Mir,"L-3 Commc'ns Integrated Sys., L.P.",319,F.R.D.,220,txnd,2016,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/8792568/mir-v-l-3-communications-integrated-systems-lp/,"Mir v. L-3 Communications Integrated Systems, L.P.",3fbf7a8,approved,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Bus. Guides, Inc. v. Chromatic Commc'ns. Enters., Inc., 498 U.S. 533 (U.S. 1986)","...uiry into the facts and the law and 3 1 is satisfied that the document is well grounded in both, and is acting without any improper motive."" 2 Bus. Guides, Inc. v. Chromatic Commc'ns. Enters., Inc., 498 U.S. 533, 542 (1991). Accordingly, 3 Rule 11 ""admits of no exceptions to the requirement that ",likely_fake,"Bus. Guides, Inc. v. Chromatic Commc'ns. Enters., Inc.","Bus. Guides, Inc.","Chromatic Commc'ns. Enters., Inc.",498,U.S.,533,usjc,1986,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/112539/business-guides-inc-v-chromatic-communications-enterprises-inc/,"Business Guides, Inc. v. Chromatic Communications Enterprises, Inc.",3fbf7a8,approved,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Zaldivar v. City of Los Angeles, 780 F.2d 823 (1986)",".... 533, 542 (1991). Accordingly, 3 Rule 11 ""admits of no exceptions to the requirement that all reasonable attorneys will read a 4 document before filing it in court."" Zaldivar v. City of Los Angeles, 780 F.2d 823, 830 (9th Cir. 5 1986), abrogated on other grounds by Cooter & Gell v. Hartmarx Corp",likely_fake,Zaldivar v. City of Los Angeles,Zaldivar,City of Los Angeles,780,F.2d,823,,1986,,,,FALSE,,,,,,,,,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Gell v. Hartmarx Corp., 496 U.S. 384 (U.S. 1990)","...nable attorneys will read a 4 document before filing it in court."" Zaldivar v. City of Los Angeles, 780 F.2d 823, 830 (9th Cir. 5 1986), abrogated on other grounds by Cooter & Gell v. Hartmarx Corp., 496 U.S. 384 (1990). 6 Thus, the lawyer whose name appears on a court filing has ""an affirmative ",likely_fake,Gell v. Hartmarx Corp.,Gell,Hartmarx Corp.,496,U.S.,384,usjc,1990,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/112457/cooter-gell-v-hartmarx-corp/,Cooter & Gell v. Hartmarx Corp.,3fbf7a8,approved,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Yagman v. Republic 10 Ins., 987 F.2d 622 (9th Cir. 1993)","... ""[T]he applicable standard is one of reasonableness under the circumstances."" Id. ""Courts 9 must apply an objective test in assessing whether the rule has been violated."" Yagman v. Republic 10 Ins., 987 F.2d 622, 628 (9th Cir. 1993). Therefore, a ""violation of the rule does not require 11 subjec",likely_fake,Yagman v. Republic 10 Insurance.,Yagman,Republic 10 Insurance.,987,F.2d,622,ca9,1993,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/601572/stephen-yagman-v-republic-insurance-cna-insurance-valley-forge-insurance/,Stephen Yagman v. Republic Insurance Cna Insurance Valley Forge Insurance,a0a9afc,approved,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Dobson v. U.S. Bank 19 Trust, N.A., 2021 WL 1235248 (C.D. Cal. Feb. 19, 2021)","...55 F.2d at 1172. Sanctioning a party for citing to nonexistent law is, th i nt Uo N 18 unfortunately, not merely a product of AI-hallucinated citations. See, e.g., Dobson v. U.S. Bank 19 Trust, N.A., 2021 WL 1235248 at *2 (C.D. Cal. Feb. 19, 2021) (""Plaintiff's citation to a nonexistent 20 code s",likely_fake,"Dobson v. U.S. Bank 19 Trust, N.A.",Dobson,"U.S. Bank 19 Trust, N.A.",2021,WL,1235248,cacd,2021,2,19,,TRUE,1235248,,POSSIBLE_MATCH,0.7134,https://www.courtlistener.com/docket/18562956/45/paul-dobson-v-us-bank-trust-na/,"Paul Dobson v. U.S. Bank Trust, N.A.",ff0a91d,,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"South Pointe Wholesale, Inc. v. Vilardi-CV-6758, 2017 WL 11570668 (E.D.N.Y. May 2, 2017)","...der to Show 21 Cause is that Plaintiff Hill's counsel submitted briefing in the letter brief that: (1) cited at least one 22 nonexistent case, South Pointe Wholesale, Inc. v. Vilardi, No. 16-CV-6758, 2017 WL 11570668, at 23 *2 (E.D.N.Y. May 2, 2017); and (2) misrepresented the holdings of another",likely_fake,"South Pointe Wholesale, Inc. v. Vilardi-CV-6758","South Pointe Wholesale, Inc.",Vilardi-CV-6758,2017,WL,11570668,nyed,2017,5,2,,TRUE,11570668,,POSSIBLE_MATCH,0.4094,https://www.courtlistener.com/docket/4322948/501/united-states-v-kenner/,United States v. Kenner,cc46446,investigate,"name mismatch and docket number mismatch, likely due to parsing error.",
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Johnson v. Dunn, -- F. Supp. 3d ----, 2025 WL 2086116 (N.D. Ala. July 23, 2025)","...cket numbers, 24 dates, and courts, bears the hallmarks of an AI-generated hallucination, as documented in numerous 25 published opinions and reports. See, e.g., Johnson v. Dunn, -- F. Supp. 3d ----, 2025 WL 2086116 26 at *11 (N.D. Ala. July 23, 2025) (collecting cases; ""Every lawyer knows that c",likely_fake,"Johnson v. Dunn, -- F. Supp. 3d ----",Johnson,"Dunn, -- F. Supp. 3d ----",2025,WL,2086116,alnd,2025,7,23,,TRUE,2086116,,NOT_FOUND,0.0,,,cc46446,investigate,"document exists, but was not found: https://www.courtlistener.com/docket/62980057/204/johnson-v-dunn/",
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Lahti v. Consensys Software Inc., 2025 WL 2 (S.D. Ohio Aug. 20, 2025)","...cket numbers, 24 dates, and courts, bears the hallmarks of an AI-generated hallucination, as documented in numerous 25 published opinions and reports. See, e.g., Johnson v. Dunn, -- F. Supp. 3d ----, 2025 WL 2086116 26 at *11 (N.D. Ala. July 23, 2025) (collecting cases; ""Every lawyer knows that c",likely_fake,Lahti v. Consensys Software Inc.,Lahti,Consensys Software Inc.,2025,WL,2,ohsd,2025,8,20,,TRUE,2,,POSSIBLE_MATCH,0.825,https://www.courtlistener.com/docket/68403961/44/lahti-v-consensys-inc/,"Lahti v. Consensys, Inc.",e64568a,approved,correct document,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"United States v. Hayes, 763, 5 F. Supp. 3d 1054 (E.D. Cal. 2025)","...tion. 'Citing nonexistent case law or misrepresenting the holdings of a case is making a false 4 statement to a court. It does not matter if [generative AI] told you so.'"" United States v. Hayes, 763 5 F. Supp. 3d 1054, 1066–67 (E.D. Cal. 2025) (citations omitted) (sanctioning attorney for violat",likely_fake,United States v. Hayes,United States,Hayes,5,F. Supp. 3d,1054,caed,2025,,,,FALSE,,,NOT_FOUND,0,https://www.courtlistener.com/opinion/7305252/block-v-toyota-motor-corp/,Block v. Toyota Motor Corp.,fbdbb4a,investigate; possible duplicate,"incorrect document, case name and court do not match. But difficult to find case ",
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Coronavirus Reporter Corp. v. Apple Inc., 2025, 7 WL 2162947 (N.D. Cal. July 30, 2025)","...sue of sanctions for filing briefs with fake citations is a nationwide issue and has been addressed 6 by the Northern District of California. See, e.g., Coronavirus Reporter Corp. v. Apple Inc., 2025 7 WL 2162947, at *5–6 (N.D. Cal. July 30, 2025). 8 However, the Court recognizes that the motion ",likely_real,Coronavirus Reporter Corp. v. Apple Inc.,Coronavirus Reporter Corp.,Apple Inc.,7,WL,2162947,cand,2025,7,30,,FALSE,,,LIKELY_REAL,0.9,https://www.courtlistener.com/docket/69434738/102/coronavirus-reporter-corporation-v-apple-inc/,Coronavirus Reporter Corporation v. Apple Inc,ff0a91d,,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Fink v. Gomez, 239 F.3d 989 (9th Cir. 2001)","...issman v. Quail Lodge, Inc., 179 F.3d 1194, 1198 (9th Cir. 20 1999). The district court may issue sanctions for violating its local rules, and also under its inherent 21 authority. See Fink v. Gomez, 239 F.3d 989, 991–92 (9th Cir. 2001); Zambrano v. City of Tustin, 22 885 F.2d 1473, 1480 (9th Cir",likely_real,Fink v. Gomez,Fink,Gomez,239,F.3d,989,ca9,2001,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/772039/david-m-fink-v-james-h-gomez-director-diana-carloni-nourse/,"David M. Fink v. James H. Gomez, Director, Diana Carloni Nourse",3fbf7a8,approved,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Zambrano v. City of Tustin, 22, 885 F.2d 1473 (9th Cir. 1989)","...The district court may issue sanctions for violating its local rules, and also under its inherent 21 authority. See Fink v. Gomez, 239 F.3d 989, 991–92 (9th Cir. 2001); Zambrano v. City of Tustin, 22 885 F.2d 1473, 1480 (9th Cir. 1989). Before imposing sanctions on an attorney, the Court must 23 ",likely_real,Zambrano v. City of Tustin,Zambrano,City of Tustin,885,F.2d,1473,ca9,1989,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/529755/linda-marie-zambrano-and-jose-e-tafolla-esq-philip-w-orr-esq/,"Linda Marie Zambrano, and Jose E. Tafolla, Esq. Philip W. Orr, Esq., Claimants-Appellants v. City of Tustin David Kreyling",fbdbb4a,approved,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Davis v. Marion County Superior Juvenile Detention Center, 2025 WL 2502308 (S.D. Ind. Sept. 2, 2025)","... normal and appropriate 24 in many circumstances, but counsel bears ultimate responsibility for filings submitted to the Court. 25 See Davis v. Marion County Superior Court Juvenile Detention Center, 2025 WL 2502308 at *2 26 (S.D. Ind. Sept. 2, 2025) (sanctioning attorney for filing brief with fa",likely_real,Davis v. Marion County Superior Juvenile Detention Center,Davis,Marion County Superior Juvenile Detention Center,2025,WL,2502308,insd,2025,9,2,,TRUE,2502308,,POSSIBLE_MATCH,0.7613,https://www.courtlistener.com/docket/69325037/70/davis-v-marion-county-superior-court-juvenile-detention-center/,DAVIS v. MARION COUNTY SUPERIOR COURT JUVENILE DETENTION CENTER,ff0a91d,,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Davis v. Marion County Superior Court Juvenile Detention Center, 2025 WL 2502308 (S.D. Ind. Sept. 2, 2025) ","... normal and appropriate 24 in many circumstances, but counsel bears ultimate responsibility for filings submitted to the Court. 25 See Davis v. Marion County Superior Court Juvenile Detention Center, 2025 WL 2502308 at *2 26 (S.D. Ind. Sept. 2, 2025) (sanctioning attorney for filing brief with fa",likely_real,Davis v. Marion County Superior Court Juvenile Detention Center,Davis,Marion County Superior Court Juvenile Detention Center,2025,WL,2502308,insd,2025,9,2,,TRUE,2502308,,LIKELY_REAL,0.9,https://www.courtlistener.com/docket/69325037/70/davis-v-marion-county-superior-court-juvenile-detention-center/,DAVIS v. MARION COUNTY SUPERIOR COURT JUVENILE DETENTION CENTER,ff0a91d,,,
anthony_c_hill_v_workday_inc_9-5-2025_order.pdf,"Mid Central Operating Engineers Health Welfare Fund v. HoosierVac LLC, 2025 WL 574234 (S.D. Ind. Feb. 21, 2025)","...ermining whether 23 sanctions are appropriate is 'whether the party or attorney made a reasonable inquiry into the law.'"" 24 Mid Central Operating Engineers Health and Welfare Fund v. HoosierVac LLC, 2025 WL 574234 25 at *2 (S.D. Ind. Feb. 21, 2025) (quoting Brown v. Federation of State Med. Boar",uncertain,Mid Central Operating Engineers Health Welfare Fund v. HoosierVac LLC,Mid Central Operating Engineers Health Welfare Fund,HoosierVac LLC,2025,WL,574234,insd,2025,2,21,,TRUE,574234,,POSSIBLE_MATCH,0.7857,https://www.courtlistener.com/docket/68879596/99/mid-central-operating-engineers-health-and-welfare-fund-v-hoosiervac-llc/,MID CENTRAL OPERATING ENGINEERS HEALTH AND WELFARE FUND v. HOOSIERVAC LLC,a2243e0,approved,,
